# Label: Avanti Sensor 1: EMG 1 Sampling frequency: 1.000000e+003 Number of points: 21600 X start: 0.000000e+000 Unit: V Domain Unit: s
# Label: Avanti Sensor 1: Quat 1.W Sampling frequency: 6.666667e+001 Number of points: 1440 X start: 0.000000e+000 Unit: Orientation Domain Unit: s
# Label: Avanti Sensor 1: Quat 1.X Sampling frequency: 6.666667e+001 Number of points: 1440 X start: 0.000000e+000 Unit: Orientation Domain Unit: s
# Label: Avanti Sensor 1: Quat 1.Y Sampling frequency: 6.666667e+001 Number of points: 1440 X start: 0.000000e+000 Unit: Orientation Domain Unit: s
# Label: Avanti Sensor 1: Quat 1.Z Sampling frequency: 6.666667e+001 Number of points: 1440 X start: 0.000000e+000 Unit: Orientation Domain Unit: s
# Label: Avanti Sensor 1: Quat 1.Accuracy Sampling frequency: 6.666667e+001 Number of points: 1440 X start: 0.000000e+000 Unit: OrientationAccuracy Domain Unit: s
# Start Trigger Method: None
# Stop Trigger Method: None
# Use Camera: NO
# Video File Path: 
# System Gain: 1.500000e+002
# A/D card Gain: 1.000000e+000
# Bit Resolution: -1.000000e+000
# Bias: 0.000000e+000
# High pass cutoff frequency: 0.000000e+000
# Low pass cutoff frequency: 0.000000e+000
# System Gain: 1.000000e+000
# A/D card Gain: 1.000000e+000
# Bit Resolution: -1.000000e+000
# Bias: 0.000000e+000
# High pass cutoff frequency: 0.000000e+000
# Low pass cutoff frequency: 0.000000e+000
# System Gain: 1.000000e+000
# A/D card Gain: 1.000000e+000
# Bit Resolution: -1.000000e+000
# Bias: 0.000000e+000
# High pass cutoff frequency: 0.000000e+000
# Low pass cutoff frequency: 0.000000e+000
# System Gain: 1.000000e+000
# A/D card Gain: 1.000000e+000
# Bit Resolution: -1.000000e+000
# Bias: 0.000000e+000
# High pass cutoff frequency: 0.000000e+000
# Low pass cutoff frequency: 0.000000e+000
# System Gain: 1.000000e+000
# A/D card Gain: 1.000000e+000
# Bit Resolution: -1.000000e+000
# Bias: 0.000000e+000
# High pass cutoff frequency: 0.000000e+000
# Low pass cutoff frequency: 0.000000e+000
# System Gain: 1.000000e+000
# A/D card Gain: 1.000000e+000
# Bit Resolution: -1.000000e+000
# Bias: 0.000000e+000
# High pass cutoff frequency: 0.000000e+000
# Low pass cutoff frequency: 0.000000e+000
X [s],Avanti Sensor 1: EMG 1 [V],X [s],Avanti Sensor 1: Quat 1.W [Orientation],X [s],Avanti Sensor 1: Quat 1.X [Orientation],X [s],Avanti Sensor 1: Quat 1.Y [Orientation],X [s],Avanti Sensor 1: Quat 1.Z [Orientation],X [s],Avanti Sensor 1: Quat 1.Accuracy [OrientationAccuracy]
1.36000e+000,-5.94186e-005,2.04000e+001,7.91979e-001,2.04000e+001,2.10218e-002,2.04000e+001,2.98782e-003,2.04000e+001,6.10179e-001,2.04000e+001,3.63770e-002
1.36100e+000,-5.57259e-005,2.04150e+001,7.91811e-001,2.04150e+001,2.07119e-002,2.04150e+001,3.08284e-003,2.04150e+001,6.10406e-001,2.04150e+001,3.63770e-002
1.36200e+000,-5.43832e-005,2.04300e+001,7.91875e-001,2.04300e+001,2.01447e-002,2.04300e+001,2.98819e-003,2.04300e+001,6.10343e-001,2.04300e+001,3.63770e-002
1.36300e+000,-5.20333e-005,2.04450e+001,7.92106e-001,2.04450e+001,1.96673e-002,2.04450e+001,2.61613e-003,2.04450e+001,6.10060e-001,2.04450e+001,3.63770e-002
1.36400e+000,-5.74044e-005,2.04600e+001,7.92366e-001,2.04600e+001,1.95212e-002,2.04600e+001,2.27565e-003,2.04600e+001,6.09729e-001,2.04600e+001,3.63770e-002
1.36500e+000,-5.94186e-005,2.04750e+001,7.92512e-001,2.04750e+001,1.94453e-002,2.04750e+001,1.83064e-003,2.04750e+001,6.09542e-001,2.04750e+001,3.63770e-002
1.36600e+000,-6.37827e-005,2.04900e+001,7.92508e-001,2.04900e+001,1.96349e-002,2.04900e+001,1.23878e-003,2.04900e+001,6.09543e-001,2.04900e+001,3.63770e-002
1.36700e+000,-6.21042e-005,2.05050e+001,7.92659e-001,2.05050e+001,1.98853e-002,2.05050e+001,1.01310e-003,2.05050e+001,6.09339e-001,2.05050e+001,3.63770e-002
1.36800e+000,-6.34470e-005,2.05200e+001,7.92967e-001,2.05200e+001,1.99243e-002,2.05200e+001,9.75277e-004,2.05200e+001,6.08937e-001,2.05200e+001,3.63770e-002
1.36900e+000,-6.07614e-005,2.05350e+001,7.93284e-001,2.05350e+001,1.96700e-002,2.05350e+001,9.34165e-004,2.05350e+001,6.08532e-001,2.05350e+001,3.63770e-002
1.37000e+000,-6.07614e-005,2.05500e+001,7.93536e-001,2.05500e+001,1.93516e-002,2.05500e+001,1.00148e-003,2.05500e+001,6.08214e-001,2.05500e+001,3.63770e-002
1.37100e+000,-6.21042e-005,2.05650e+001,7.93668e-001,2.05650e+001,1.91651e-002,2.05650e+001,8.58399e-004,2.05650e+001,6.08047e-001,2.05650e+001,3.63770e-002
1.37200e+000,-6.64683e-005,2.05800e+001,7.93867e-001,2.05800e+001,1.88872e-002,2.05800e+001,8.16900e-004,2.05800e+001,6.07796e-001,2.05800e+001,3.63770e-002
1.37300e+000,-6.54612e-005,2.05950e+001,7.94189e-001,2.05950e+001,1.85920e-002,2.05950e+001,7.84364e-004,2.05950e+001,6.07385e-001,2.05950e+001,3.63770e-002
1.37400e+000,-6.17685e-005,2.06100e+001,7.94225e-001,2.06100e+001,1.85347e-002,2.06100e+001,7.86806e-004,2.06100e+001,6.07339e-001,2.06100e+001,3.63770e-002
1.37500e+000,-6.81468e-005,2.06250e+001,7.94414e-001,2.06250e+001,1.83900e-002,2.06250e+001,6.37891e-004,2.06250e+001,6.07096e-001,2.06250e+001,3.63770e-002
1.37600e+000,-6.00900e-005,2.06400e+001,7.94225e-001,2.06400e+001,1.83933e-002,2.06400e+001,5.78648e-004,2.06400e+001,6.07345e-001,2.06400e+001,3.63770e-002
1.37700e+000,-5.20333e-005,2.06550e+001,7.94112e-001,2.06550e+001,1.86485e-002,2.06550e+001,4.78854e-004,2.06550e+001,6.07484e-001,2.06550e+001,3.63770e-002
1.37800e+000,-4.86763e-005,2.06700e+001,7.94243e-001,2.06700e+001,1.90517e-002,2.06700e+001,1.81612e-004,2.06700e+001,6.07300e-001,2.06700e+001,3.63770e-002
1.37900e+000,-5.40475e-005,2.06850e+001,7.94201e-001,2.06850e+001,1.94032e-002,2.06850e+001,-1.68980e-004,2.06850e+001,6.07344e-001,2.06850e+001,3.63770e-002
1.38000e+000,-5.67330e-005,2.07000e+001,7.94208e-001,2.07000e+001,2.02131e-002,2.07000e+001,-7.31609e-004,2.07000e+001,6.07309e-001,2.07000e+001,3.63770e-002
1.38100e+000,-5.23690e-005,2.07150e+001,7.94283e-001,2.07150e+001,2.08046e-002,2.07150e+001,-1.18035e-003,2.07150e+001,6.07189e-001,2.07150e+001,3.63770e-002
1.38200e+000,-5.67330e-005,2.07300e+001,7.94273e-001,2.07300e+001,2.12883e-002,2.07300e+001,-1.23313e-003,2.07300e+001,6.07186e-001,2.07300e+001,3.63770e-002
1.38300e+000,-5.16976e-005,2.07450e+001,7.94152e-001,2.07450e+001,2.17270e-002,2.07450e+001,-1.16477e-003,2.07450e+001,6.07328e-001,2.07450e+001,3.63770e-002
1.38400e+000,-5.87472e-005,2.07600e+001,7.94106e-001,2.07600e+001,2.18720e-002,2.07600e+001,-8.63695e-004,2.07600e+001,6.07384e-001,2.07600e+001,3.63770e-002
1.38500e+000,-5.67330e-005,2.07750e+001,7.94336e-001,2.07750e+001,2.17534e-002,2.07750e+001,-4.39026e-004,2.07750e+001,6.07088e-001,2.07750e+001,3.63770e-002
1.38600e+000,-5.94186e-005,2.07900e+001,7.94542e-001,2.07900e+001,2.16831e-002,2.07900e+001,-5.29652e-005,2.07900e+001,6.06821e-001,2.07900e+001,3.63770e-002
1.38700e+000,-6.27756e-005,2.08050e+001,7.94500e-001,2.08050e+001,2.18113e-002,2.08050e+001,4.58751e-004,2.08050e+001,6.06871e-001,2.08050e+001,3.63770e-002
1.38800e+000,-7.28466e-005,2.08200e+001,7.94555e-001,2.08200e+001,2.19676e-002,2.08200e+001,6.62465e-004,2.08200e+001,6.06793e-001,2.08200e+001,3.63770e-002
1.38900e+000,-6.61326e-005,2.08350e+001,7.94621e-001,2.08350e+001,2.20703e-002,2.08350e+001,8.99674e-004,2.08350e+001,6.06703e-001,2.08350e+001,3.63770e-002
1.39000e+000,-5.97543e-005,2.08500e+001,7.94864e-001,2.08500e+001,2.21445e-002,2.08500e+001,1.10790e-003,2.08500e+001,6.06381e-001,2.08500e+001,3.63770e-002
1.39100e+000,-6.07614e-005,2.08650e+001,7.94781e-001,2.08650e+001,2.20837e-002,2.08650e+001,1.17773e-003,2.08650e+001,6.06492e-001,2.08650e+001,3.63770e-002
1.39200e+000,-5.87472e-005,2.08800e+001,7.95021e-001,2.08800e+001,2.20454e-002,2.08800e+001,1.30094e-003,2.08800e+001,6.06179e-001,2.08800e+001,3.63770e-002
1.39300e+000,-5.84115e-005,2.08950e+001,7.95136e-001,2.08950e+001,2.20699e-002,2.08950e+001,1.27887e-003,2.08950e+001,6.06026e-001,2.08950e+001,3.63770e-002
1.39400e+000,-5.77401e-005,2.09100e+001,7.95251e-001,2.09100e+001,2.22191e-002,2.09100e+001,1.28450e-003,2.09100e+001,6.05870e-001,2.09100e+001,3.63770e-002
1.39500e+000,-6.21042e-005,2.09250e+001,7.95439e-001,2.09250e+001,2.26757e-002,2.09250e+001,1.00605e-003,2.09250e+001,6.05607e-001,2.09250e+001,3.63770e-002
1.39600e+000,-5.47189e-005,2.09400e+001,7.95524e-001,2.09400e+001,2.29636e-002,2.09400e+001,8.50770e-004,2.09400e+001,6.05484e-001,2.09400e+001,3.63770e-002
1.39700e+000,-5.94186e-005,2.09550e+001,7.95647e-001,2.09550e+001,2.31597e-002,2.09550e+001,8.37429e-004,2.09550e+001,6.05316e-001,2.09550e+001,3.63770e-002
1.39800e+000,-5.20333e-005,2.09700e+001,7.95966e-001,2.09700e+001,2.33200e-002,2.09700e+001,9.79846e-004,2.09700e+001,6.04890e-001,2.09700e+001,3.63770e-002
1.39900e+000,-5.80758e-005,2.09850e+001,7.96140e-001,2.09850e+001,2.33584e-002,2.09850e+001,1.37892e-003,2.09850e+001,6.04659e-001,2.09850e+001,3.63770e-002
1.40000e+000,-5.33761e-005,2.10000e+001,7.96080e-001,2.10000e+001,2.32976e-002,2.10000e+001,1.72079e-003,2.10000e+001,6.04739e-001,2.10000e+001,3.63770e-002
1.40100e+000,-5.97543e-005,2.10150e+001,7.96019e-001,2.10150e+001,2.32984e-002,2.10150e+001,2.12742e-003,2.10150e+001,6.04818e-001,2.10150e+001,3.63770e-002
1.40200e+000,-5.67330e-005,2.10300e+001,7.96138e-001,2.10300e+001,2.32058e-002,2.10300e+001,2.48378e-003,2.10300e+001,6.04664e-001,2.10300e+001,3.63770e-002
1.40300e+000,-5.74044e-005,2.10450e+001,7.96075e-001,2.10450e+001,2.31734e-002,2.10450e+001,2.70032e-003,2.10450e+001,6.04747e-001,2.10450e+001,3.63770e-002
1.40400e+000,-6.07614e-005,2.10600e+001,7.96136e-001,2.10600e+001,2.30366e-002,2.10600e+001,2.88190e-003,2.10600e+001,6.04671e-001,2.10600e+001,3.63770e-002
1.40500e+000,-5.94186e-005,2.10750e+001,7.96155e-001,2.10750e+001,2.30282e-002,2.10750e+001,2.91577e-003,2.10750e+001,6.04647e-001,2.10750e+001,3.63770e-002
1.40600e+000,-6.74754e-005,2.10900e+001,7.96261e-001,2.10900e+001,2.30527e-002,2.10900e+001,3.16194e-003,2.10900e+001,6.04504e-001,2.10900e+001,3.63770e-002
1.40700e+000,-5.80758e-005,2.11050e+001,7.96125e-001,2.11050e+001,2.32518e-002,2.11050e+001,3.27656e-003,2.11050e+001,6.04675e-001,2.11050e+001,3.63770e-002
1.40800e+000,-5.74044e-005,2.11200e+001,7.95989e-001,2.11200e+001,2.34153e-002,2.11200e+001,3.30411e-003,2.11200e+001,6.04848e-001,2.11200e+001,3.63770e-002
1.40900e+000,-5.70687e-005,2.11350e+001,7.96013e-001,2.11350e+001,2.35809e-002,2.11350e+001,3.37729e-003,2.11350e+001,6.04810e-001,2.11350e+001,3.63770e-002
1.41000e+000,-6.94896e-005,2.11500e+001,7.96116e-001,2.11500e+001,2.36560e-002,2.11500e+001,3.37027e-003,2.11500e+001,6.04670e-001,2.11500e+001,3.63770e-002
1.41100e+000,-6.41184e-005,2.11650e+001,7.96304e-001,2.11650e+001,2.36902e-002,2.11650e+001,3.44653e-003,2.11650e+001,6.04421e-001,2.11650e+001,3.63770e-002
1.41200e+000,-6.00900e-005,2.11800e+001,7.96422e-001,2.11800e+001,2.36380e-002,2.11800e+001,3.53539e-003,2.11800e+001,6.04267e-001,2.11800e+001,3.63770e-002
1.41300e+000,-5.80758e-005,2.11950e+001,7.96344e-001,2.11950e+001,2.35140e-002,2.11950e+001,3.75392e-003,2.11950e+001,6.04374e-001,2.11950e+001,3.63770e-002
1.41400e+000,-5.40475e-005,2.12100e+001,7.96444e-001,2.12100e+001,2.34332e-002,2.12100e+001,3.87368e-003,2.12100e+001,6.04244e-001,2.12100e+001,3.63770e-002
1.41500e+000,-5.67330e-005,2.12250e+001,7.96535e-001,2.12250e+001,2.34238e-002,2.12250e+001,3.87666e-003,2.12250e+001,6.04125e-001,2.12250e+001,3.63770e-002
1.41600e+000,-5.94186e-005,2.12400e+001,7.96439e-001,2.12400e+001,2.34019e-002,2.12400e+001,3.84548e-003,2.12400e+001,6.04252e-001,2.12400e+001,3.63770e-002
1.41700e+000,-5.67330e-005,2.12550e+001,7.96454e-001,2.12550e+001,2.35228e-002,2.12550e+001,3.74119e-003,2.12550e+001,6.04229e-001,2.12550e+001,3.63770e-002
1.41800e+000,-5.67330e-005,2.12700e+001,7.96426e-001,2.12700e+001,2.35553e-002,2.12700e+001,3.67749e-003,2.12700e+001,6.04264e-001,2.12700e+001,3.63770e-002
1.41900e+000,-6.34470e-005,2.12850e+001,7.96517e-001,2.12850e+001,2.37227e-002,2.12850e+001,3.44021e-003,2.12850e+001,6.04140e-001,2.12850e+001,3.63770e-002
1.42000e+000,-6.47898e-005,2.13000e+001,7.96317e-001,2.13000e+001,2.38879e-002,2.13000e+001,3.22378e-003,2.13000e+001,6.04397e-001,2.13000e+001,3.63770e-002
1.42100e+000,-6.54612e-005,2.13150e+001,7.96289e-001,2.13150e+001,2.43273e-002,2.13150e+001,2.74795e-003,2.13150e+001,6.04419e-001,2.13150e+001,3.63770e-002
1.42200e+000,-6.07614e-005,2.13300e+001,7.96305e-001,2.13300e+001,2.45749e-002,2.13300e+001,2.34180e-003,2.13300e+001,6.04390e-001,2.13300e+001,3.63770e-002
1.42300e+000,-5.53903e-005,2.13450e+001,7.96223e-001,2.13450e+001,2.46333e-002,2.13450e+001,2.03101e-003,2.13450e+001,6.04497e-001,2.13450e+001,3.63770e-002
1.42400e+000,-5.67330e-005,2.13600e+001,7.96250e-001,2.13600e+001,2.46750e-002,2.13600e+001,1.48537e-003,2.13600e+001,6.04462e-001,2.13600e+001,3.63770e-002
1.42500e+000,-6.07614e-005,2.13750e+001,7.96312e-001,2.13750e+001,2.47392e-002,2.13750e+001,9.23622e-004,2.13750e+001,6.04378e-001,2.13750e+001,3.63770e-002
1.42600e+000,-6.14328e-005,2.13900e+001,7.96638e-001,2.13900e+001,2.46721e-002,2.13900e+001,1.30178e-004,2.13900e+001,6.03952e-001,2.13900e+001,3.63770e-002
1.42700e+000,-5.94186e-005,2.14050e+001,7.96892e-001,2.14050e+001,2.46553e-002,2.14050e+001,-4.13360e-004,2.14050e+001,6.03617e-001,2.14050e+001,3.63770e-002
1.42800e+000,-5.80758e-005,2.14200e+001,7.97088e-001,2.14200e+001,2.46489e-002,2.14200e+001,-9.41263e-004,2.14200e+001,6.03358e-001,2.14200e+001,3.63770e-002
1.42900e+000,-6.04257e-005,2.14350e+001,7.97109e-001,2.14350e+001,2.47086e-002,2.14350e+001,-1.12959e-003,2.14350e+001,6.03327e-001,2.14350e+001,3.63770e-002
1.43000e+000,-6.37827e-005,2.14500e+001,7.97125e-001,2.14500e+001,2.47233e-002,2.14500e+001,-1.19809e-003,2.14500e+001,6.03305e-001,2.14500e+001,3.63770e-002
1.43100e+000,-6.54612e-005,2.14650e+001,7.97274e-001,2.14650e+001,2.47142e-002,2.14650e+001,-1.30854e-003,2.14650e+001,6.03108e-001,2.14650e+001,3.63770e-002
1.43200e+000,-6.21042e-005,2.14800e+001,7.97167e-001,2.14800e+001,2.47568e-002,2.14800e+001,-1.47521e-003,2.14800e+001,6.03248e-001,2.14800e+001,3.63770e-002
1.43300e+000,-5.67330e-005,2.14950e+001,7.97119e-001,2.14950e+001,2.47895e-002,2.14950e+001,-1.76141e-003,2.14950e+001,6.03310e-001,2.14950e+001,3.63770e-002
1.43400e+000,-5.94186e-005,2.15100e+001,7.97206e-001,2.15100e+001,2.48223e-002,2.15100e+001,-2.11970e-003,2.15100e+001,6.03192e-001,2.15100e+001,3.63770e-002
1.43500e+000,-6.27756e-005,2.15250e+001,7.97345e-001,2.15250e+001,2.48690e-002,2.15250e+001,-2.34844e-003,2.15250e+001,6.03005e-001,2.15250e+001,3.63770e-002
1.43600e+000,-6.14328e-005,2.15400e+001,7.97659e-001,2.15400e+001,2.49001e-002,2.15400e+001,-2.68193e-003,2.15400e+001,6.02587e-001,2.15400e+001,3.63770e-002
1.43700e+000,-6.00900e-005,2.15550e+001,7.97569e-001,2.15550e+001,2.48174e-002,2.15550e+001,-2.77427e-003,2.15550e+001,6.02710e-001,2.15550e+001,3.63770e-002
1.43800e+000,-5.43832e-005,2.15700e+001,7.97530e-001,2.15700e+001,2.48171e-002,2.15700e+001,-2.81578e-003,2.15700e+001,6.02760e-001,2.15700e+001,3.63770e-002
1.43900e+000,-5.67330e-005,2.15850e+001,7.97673e-001,2.15850e+001,2.50072e-002,2.15850e+001,-2.69647e-003,2.15850e+001,6.02564e-001,2.15850e+001,3.63770e-002
1.44000e+000,-5.27047e-005,,,,,,,,,,
1.44100e+000,-5.84115e-005,,,,,,,,,,
1.44200e+000,-6.07614e-005,,,,,,,,,,
1.44300e+000,-5.60616e-005,,,,,,,,,,
1.44400e+000,-4.93477e-005,,,,,,,,,,
1.44500e+000,-5.67330e-005,,,,,,,,,,
1.44600e+000,-5.67330e-005,,,,,,,,,,
1.44700e+000,-6.14328e-005,,,,,,,,,,
1.44800e+000,-6.21042e-005,,,,,,,,,,
1.44900e+000,-5.97543e-005,,,,,,,,,,
1.45000e+000,-6.24399e-005,,,,,,,,,,
1.45100e+000,-5.74044e-005,,,,,,,,,,
1.45200e+000,-5.77401e-005,,,,,,,,,,
1.45300e+000,-5.27047e-005,,,,,,,,,,
1.45400e+000,-5.50546e-005,,,,,,,,,,
1.45500e+000,-5.27047e-005,,,,,,,,,,
1.45600e+000,-5.00191e-005,,,,,,,,,,
1.45700e+000,-4.66621e-005,,,,,,,,,,
1.45800e+000,-5.33761e-005,,,,,,,,,,
1.45900e+000,-5.87472e-005,,,,,,,,,,
1.46000e+000,-5.67330e-005,,,,,,,,,,
1.46100e+000,-5.67330e-005,,,,,,,,,,
1.46200e+000,-4.90120e-005,,,,,,,,,,
1.46300e+000,-5.53903e-005,,,,,,,,,,
1.46400e+000,-6.41184e-005,,,,,,,,,,
1.46500e+000,-6.00900e-005,,,,,,,,,,
1.46600e+000,-6.00900e-005,,,,,,,,,,
1.46700e+000,-6.47898e-005,,,,,,,,,,
1.46800e+000,-6.24399e-005,,,,,,,,,,
1.46900e+000,-6.14328e-005,,,,,,,,,,
1.47000e+000,-6.21042e-005,,,,,,,,,,
1.47100e+000,-6.14328e-005,,,,,,,,,,
1.47200e+000,-6.04257e-005,,,,,,,,,,
1.47300e+000,-6.24399e-005,,,,,,,,,,
1.47400e+000,-6.64683e-005,,,,,,,,,,
1.47500e+000,-6.07614e-005,,,,,,,,,,
1.47600e+000,-6.84825e-005,,,,,,,,,,
1.47700e+000,-6.17685e-005,,,,,,,,,,
1.47800e+000,-6.68040e-005,,,,,,,,,,
1.47900e+000,-6.21042e-005,,,,,,,,,,
1.48000e+000,-6.54612e-005,,,,,,,,,,
1.48100e+000,-6.98253e-005,,,,,,,,,,
1.48200e+000,-6.74754e-005,,,,,,,,,,
1.48300e+000,-5.97543e-005,,,,,,,,,,
1.48400e+000,-5.60616e-005,,,,,,,,,,
1.48500e+000,-6.24399e-005,,,,,,,,,,
1.48600e+000,-6.21042e-005,,,,,,,,,,
1.48700e+000,-6.10971e-005,,,,,,,,,,
1.48800e+000,-5.94186e-005,,,,,,,,,,
1.48900e+000,-6.94896e-005,,,,,,,,,,
1.49000e+000,-6.14328e-005,,,,,,,,,,
1.49100e+000,-6.07614e-005,,,,,,,,,,
1.49200e+000,-5.53903e-005,,,,,,,,,,
1.49300e+000,-6.21042e-005,,,,,,,,,,
1.49400e+000,-6.27756e-005,,,,,,,,,,
1.49500e+000,-5.74044e-005,,,,,,,,,,
1.49600e+000,-5.80758e-005,,,,,,,,,,
1.49700e+000,-5.94186e-005,,,,,,,,,,
1.49800e+000,-5.94186e-005,,,,,,,,,,
1.49900e+000,-5.94186e-005,,,,,,,,,,
1.50000e+000,-6.14328e-005,,,,,,,,,,
1.50100e+000,-5.06905e-005,,,,,,,,,,
1.50200e+000,-5.23690e-005,,,,,,,,,,
1.50300e+000,-5.77401e-005,,,,,,,,,,
1.50400e+000,-5.30404e-005,,,,,,,,,,
1.50500e+000,-5.67330e-005,,,,,,,,,,
1.50600e+000,-5.40475e-005,,,,,,,,,,
1.50700e+000,-5.40475e-005,,,,,,,,,,
1.50800e+000,-5.60616e-005,,,,,,,,,,
1.50900e+000,-6.10971e-005,,,,,,,,,,
1.51000e+000,-5.37118e-005,,,,,,,,,,
1.51100e+000,-5.70687e-005,,,,,,,,,,
1.51200e+000,-5.33761e-005,,,,,,,,,,
1.51300e+000,-5.80758e-005,,,,,,,,,,
1.51400e+000,-5.94186e-005,,,,,,,,,,
1.51500e+000,-5.23690e-005,,,,,,,,,,
1.51600e+000,-5.94186e-005,,,,,,,,,,
1.51700e+000,-6.41184e-005,,,,,,,,,,
1.51800e+000,-6.10971e-005,,,,,,,,,,
1.51900e+000,-6.27756e-005,,,,,,,,,,
1.52000e+000,-6.41184e-005,,,,,,,,,,
1.52100e+000,-5.94186e-005,,,,,,,,,,
1.52200e+000,-5.57259e-005,,,,,,,,,,
1.52300e+000,-5.74044e-005,,,,,,,,,,
1.52400e+000,-5.43832e-005,,,,,,,,,,
1.52500e+000,-5.53903e-005,,,,,,,,,,
1.52600e+000,-5.30404e-005,,,,,,,,,,
1.52700e+000,-5.27047e-005,,,,,,,,,,
1.52800e+000,-5.27047e-005,,,,,,,,,,
1.52900e+000,-5.70687e-005,,,,,,,,,,
1.53000e+000,-5.53903e-005,,,,,,,,,,
1.53100e+000,-6.21042e-005,,,,,,,,,,
1.53200e+000,-5.53903e-005,,,,,,,,,,
1.53300e+000,-6.34470e-005,,,,,,,,,,
1.53400e+000,-5.53903e-005,,,,,,,,,,
1.53500e+000,-5.27047e-005,,,,,,,,,,
1.53600e+000,-5.57259e-005,,,,,,,,,,
1.53700e+000,-6.14328e-005,,,,,,,,,,
1.53800e+000,-6.07614e-005,,,,,,,,,,
1.53900e+000,-6.44541e-005,,,,,,,,,,
1.54000e+000,-6.94896e-005,,,,,,,,,,
1.54100e+000,-6.47898e-005,,,,,,,,,,
1.54200e+000,-6.34470e-005,,,,,,,,,,
1.54300e+000,-6.04257e-005,,,,,,,,,,
1.54400e+000,-6.41184e-005,,,,,,,,,,
1.54500e+000,-5.74044e-005,,,,,,,,,,
1.54600e+000,-6.17685e-005,,,,,,,,,,
1.54700e+000,-6.21042e-005,,,,,,,,,,
1.54800e+000,-6.47898e-005,,,,,,,,,,
1.54900e+000,-5.87472e-005,,,,,,,,,,
1.55000e+000,-5.27047e-005,,,,,,,,,,
1.55100e+000,-5.50546e-005,,,,,,,,,,
1.55200e+000,-5.27047e-005,,,,,,,,,,
1.55300e+000,-5.53903e-005,,,,,,,,,,
1.55400e+000,-5.06905e-005,,,,,,,,,,
1.55500e+000,-6.47898e-005,,,,,,,,,,
1.55600e+000,-6.78111e-005,,,,,,,,,,
1.55700e+000,-6.37827e-005,,,,,,,,,,
1.55800e+000,-5.94186e-005,,,,,,,,,,
1.55900e+000,-6.47898e-005,,,,,,,,,,
1.56000e+000,-6.54612e-005,,,,,,,,,,
1.56100e+000,-6.47898e-005,,,,,,,,,,
1.56200e+000,-6.31113e-005,,,,,,,,,,
1.56300e+000,-5.67330e-005,,,,,,,,,,
1.56400e+000,-6.21042e-005,,,,,,,,,,
1.56500e+000,-6.07614e-005,,,,,,,,,,
1.56600e+000,-5.53903e-005,,,,,,,,,,
1.56700e+000,-5.40475e-005,,,,,,,,,,
1.56800e+000,-6.10971e-005,,,,,,,,,,
1.56900e+000,-6.14328e-005,,,,,,,,,,
1.57000e+000,-5.84115e-005,,,,,,,,,,
1.57100e+000,-5.60616e-005,,,,,,,,,,
1.57200e+000,-5.67330e-005,,,,,,,,,,
1.57300e+000,-5.67330e-005,,,,,,,,,,
1.57400e+000,-5.60616e-005,,,,,,,,,,
1.57500e+000,-5.53903e-005,,,,,,,,,,
1.57600e+000,-6.00900e-005,,,,,,,,,,
1.57700e+000,-6.81468e-005,,,,,,,,,,
1.57800e+000,-6.81468e-005,,,,,,,,,,
1.57900e+000,-6.14328e-005,,,,,,,,,,
1.58000e+000,-6.64683e-005,,,,,,,,,,
1.58100e+000,-6.17685e-005,,,,,,,,,,
1.58200e+000,-5.47189e-005,,,,,,,,,,
1.58300e+000,-5.53903e-005,,,,,,,,,,
1.58400e+000,-5.67330e-005,,,,,,,,,,
1.58500e+000,-5.97543e-005,,,,,,,,,,
1.58600e+000,-6.00900e-005,,,,,,,,,,
1.58700e+000,-5.67330e-005,,,,,,,,,,
1.58800e+000,-6.00900e-005,,,,,,,,,,
1.58900e+000,-5.74044e-005,,,,,,,,,,
1.59000e+000,-6.54612e-005,,,,,,,,,,
1.59100e+000,-6.00900e-005,,,,,,,,,,
1.59200e+000,-5.47189e-005,,,,,,,,,,
1.59300e+000,-5.27047e-005,,,,,,,,,,
1.59400e+000,-5.67330e-005,,,,,,,,,,
1.59500e+000,-5.33761e-005,,,,,,,,,,
1.59600e+000,-5.80758e-005,,,,,,,,,,
1.59700e+000,-5.43832e-005,,,,,,,,,,
1.59800e+000,-5.77401e-005,,,,,,,,,,
1.59900e+000,-6.27756e-005,,,,,,,,,,
1.60000e+000,-6.00900e-005,,,,,,,,,,
1.60100e+000,-6.54612e-005,,,,,,,,,,
1.60200e+000,-6.84825e-005,,,,,,,,,,
1.60300e+000,-6.10971e-005,,,,,,,,,,
1.60400e+000,-6.51255e-005,,,,,,,,,,
1.60500e+000,-6.34470e-005,,,,,,,,,,
1.60600e+000,-5.80758e-005,,,,,,,,,,
1.60700e+000,-5.13619e-005,,,,,,,,,,
1.60800e+000,-5.87472e-005,,,,,,,,,,
1.60900e+000,-5.70687e-005,,,,,,,,,,
1.61000e+000,-5.80758e-005,,,,,,,,,,
1.61100e+000,-5.77401e-005,,,,,,,,,,
1.61200e+000,-6.47898e-005,,,,,,,,,,
1.61300e+000,-5.94186e-005,,,,,,,,,,
1.61400e+000,-5.74044e-005,,,,,,,,,,
1.61500e+000,-5.60616e-005,,,,,,,,,,
1.61600e+000,-5.94186e-005,,,,,,,,,,
1.61700e+000,-6.41184e-005,,,,,,,,,,
1.61800e+000,-6.07614e-005,,,,,,,,,,
1.61900e+000,-5.80758e-005,,,,,,,,,,
