# Label: Avanti Sensor 1: EMG 1->RMean->Subset Sampling frequency: 1.000000e+003 Number of points: 5000 X start: 0.000000e+000 Unit: V Domain Unit: s
X [s],Avanti Sensor 1: EMG 1->RMean->Subset [V]
1.870000e-001,4.842875e-006
1.880000e-001,1.150192e-006
1.890000e-001,-5.899476e-006
1.900000e-001,7.192766e-006
1.910000e-001,2.196350e-005
1.920000e-001,2.464908e-005
1.930000e-001,7.192766e-006
1.940000e-001,-3.309105e-005
1.950000e-001,-5.390436e-005
1.960000e-001,-5.189017e-005
1.970000e-001,-3.779084e-005
1.980000e-001,-4.584760e-005
1.990000e-001,-4.920458e-005
2.000000e-001,-1.529903e-005
2.010000e-001,1.155684e-005
2.020000e-001,2.666328e-005
2.030000e-001,2.263489e-005
2.040000e-001,1.726372e-005
2.050000e-001,1.994931e-005
2.060000e-001,1.256394e-005
2.070000e-001,1.430939e-007
2.080000e-001,6.185668e-006
2.090000e-001,1.390673e-005
2.100000e-001,6.521366e-006
2.110000e-001,2.492984e-006
2.120000e-001,3.500079e-006
2.130000e-001,2.828683e-006
2.140000e-001,6.857064e-006
2.150000e-001,8.535558e-006
2.160000e-001,5.178573e-006
2.170000e-001,1.122115e-005
2.180000e-001,1.424243e-005
2.190000e-001,9.206954e-006
2.200000e-001,-2.878189e-006
2.210000e-001,-5.283024e-007
2.220000e-001,-5.899476e-006
2.230000e-001,-1.865602e-005
2.240000e-001,-3.174826e-005
2.250000e-001,-2.771988e-005
2.260000e-001,-1.563474e-005
2.270000e-001,1.430939e-007
2.280000e-001,1.457813e-005
2.290000e-001,1.558523e-005
2.300000e-001,1.692802e-005
2.310000e-001,2.095640e-005
2.320000e-001,3.164381e-006
2.330000e-001,-1.764893e-005
2.340000e-001,-3.510524e-005
2.350000e-001,-2.771988e-005
2.360000e-001,-1.227775e-005
2.370000e-001,8.199860e-006
2.380000e-001,2.129210e-005
2.390000e-001,2.263489e-005
2.400000e-001,1.524953e-005
2.410000e-001,-1.832032e-005
2.420000e-001,-5.457576e-005
2.430000e-001,-6.666090e-005
2.440000e-001,-3.309105e-005
2.450000e-001,-5.793274e-005
2.460000e-001,-3.779084e-005
2.470000e-001,-2.033451e-005
2.480000e-001,2.800607e-005
2.490000e-001,1.112593e-004
2.500000e-001,1.827631e-004
2.510000e-001,1.334154e-004
2.520000e-001,2.867747e-005
2.530000e-001,-2.033451e-005
2.540000e-001,1.994931e-005
2.550000e-001,4.344820e-005
2.560000e-001,3.874842e-005
2.570000e-001,3.069166e-005
2.580000e-001,-3.376245e-005
2.590000e-001,-7.203207e-005
2.600000e-001,-6.464671e-005
2.610000e-001,-4.920458e-005
2.620000e-001,-1.103017e-004
2.630000e-001,-5.591855e-005
2.640000e-001,-1.832032e-005
2.650000e-001,-1.496333e-005
2.660000e-001,8.843180e-005
2.670000e-001,1.032025e-004
2.680000e-001,-2.206793e-006
2.690000e-001,-7.337487e-005
2.700000e-001,-4.181921e-005
2.710000e-001,2.263489e-005
2.720000e-001,1.146163e-004
2.730000e-001,4.143401e-005
2.740000e-001,-1.630613e-005
2.750000e-001,4.747658e-005
2.760000e-001,5.754754e-005
2.770000e-001,-7.404626e-005
2.780000e-001,-5.524715e-005
2.790000e-001,-3.275536e-005
2.800000e-001,-2.100591e-005
2.810000e-001,-9.049550e-005
2.820000e-001,-1.284294e-004
2.830000e-001,-7.203207e-005
2.840000e-001,9.878351e-006
2.850000e-001,8.272492e-005
2.860000e-001,8.910319e-005
2.870000e-001,1.156234e-004
2.880000e-001,7.567525e-005
2.890000e-001,2.229920e-005
2.900000e-001,1.821588e-006
2.910000e-001,-5.189017e-005
2.920000e-001,-1.664183e-005
2.930000e-001,1.357103e-005
2.940000e-001,3.539144e-005
2.950000e-001,8.306062e-005
2.960000e-001,1.726372e-005
2.970000e-001,-7.001788e-005
2.980000e-001,-1.220512e-004
2.990000e-001,-1.062733e-004
3.000000e-001,-4.517620e-005
3.010000e-001,2.492984e-006
3.020000e-001,2.297059e-005
3.030000e-001,2.330629e-005
3.040000e-001,-3.241966e-005
3.050000e-001,-3.174826e-005
3.060000e-001,-7.242269e-006
3.070000e-001,2.330629e-005
3.080000e-001,5.217636e-005
3.090000e-001,2.867747e-005
3.100000e-001,1.021405e-005
3.110000e-001,5.178573e-006
3.120000e-001,-8.640005e-007
3.130000e-001,-1.697753e-005
3.140000e-001,-1.731323e-005
3.150000e-001,-6.235174e-006
3.160000e-001,-1.871095e-006
3.170000e-001,-6.906571e-006
3.180000e-001,-8.249363e-006
3.190000e-001,5.849969e-006
3.200000e-001,1.759941e-005
3.210000e-001,1.994931e-005
3.220000e-001,1.625662e-005
3.230000e-001,1.927791e-005
3.240000e-001,1.524953e-005
3.250000e-001,5.514271e-006
3.260000e-001,-4.220985e-006
3.270000e-001,-4.556684e-006
3.280000e-001,-1.535397e-006
3.290000e-001,3.835781e-006
3.300000e-001,4.507177e-006
3.310000e-001,6.521366e-006
3.320000e-001,3.500079e-006
3.330000e-001,1.821588e-006
3.340000e-001,-4.220985e-006
3.350000e-001,-6.906571e-006
3.360000e-001,-7.577967e-006
3.370000e-001,-6.906571e-006
3.380000e-001,-1.926043e-007
3.390000e-001,4.507177e-006
3.400000e-001,8.144938e-007
3.410000e-001,-1.529903e-005
3.420000e-001,-3.107687e-005
3.430000e-001,-3.275536e-005
3.440000e-001,-7.270347e-005
3.450000e-001,-7.740326e-005
3.460000e-001,2.028500e-005
3.470000e-001,7.366106e-005
3.480000e-001,4.747658e-005
3.490000e-001,6.023312e-005
3.500000e-001,6.560430e-005
3.510000e-001,4.507177e-006
3.520000e-001,-2.503429e-005
3.530000e-001,-4.892382e-006
3.540000e-001,-8.640005e-007
3.550000e-001,1.726372e-005
3.560000e-001,6.426151e-005
3.570000e-001,6.761849e-005
3.580000e-001,9.878351e-006
3.590000e-001,-1.127065e-005
3.600000e-001,-1.093496e-005
3.610000e-001,-1.362054e-005
3.620000e-001,1.726372e-005
3.630000e-001,7.864162e-006
3.640000e-001,-6.498241e-005
3.650000e-001,-6.128973e-005
3.660000e-001,-2.878189e-006
3.670000e-001,4.546239e-005
3.680000e-001,-1.832032e-005
3.690000e-001,-8.780990e-005
3.700000e-001,-4.853318e-005
3.710000e-001,-7.242269e-006
3.720000e-001,1.927791e-005
3.730000e-001,3.404864e-005
3.740000e-001,-8.249363e-006
3.750000e-001,-1.731323e-005
3.760000e-001,-2.872697e-005
3.770000e-001,-3.174826e-005
3.780000e-001,-4.220985e-006
3.790000e-001,-1.429194e-005
3.800000e-001,-3.174826e-005
3.810000e-001,-8.640005e-007
3.820000e-001,1.659232e-005
3.830000e-001,-3.174826e-005
3.840000e-001,-3.846223e-005
3.850000e-001,8.535558e-006
3.860000e-001,7.231827e-005
3.870000e-001,9.850275e-005
3.880000e-001,1.162948e-004
3.890000e-001,4.881938e-005
3.900000e-001,3.539144e-005
3.910000e-001,3.203445e-005
3.920000e-001,-2.503429e-005
