# Label: Avanti Sensor 1: EMG 1->RMean->Subset Sampling frequency: 1.000000e+003 Number of points: 5000 X start: 0.000000e+000 Unit: V Domain Unit: s
X [s],Avanti Sensor 1: EMG 1->RMean->Subset [V]
0.000000e+000,1.029668e-006
1.000000e-003,-3.690426e-005
2.000000e-003,-3.287588e-005
3.000000e-003,-9.712687e-006
4.000000e-003,1.110062e-005
5.000000e-003,2.519996e-005
6.000000e-003,3.527091e-005
7.000000e-003,3.694940e-005
8.000000e-003,3.325672e-005
9.000000e-003,3.157823e-005
1.000000e-002,2.788555e-005
1.100000e-002,5.393748e-006
1.200000e-002,-2.314063e-005
1.300000e-002,-2.649761e-005
1.400000e-002,-2.045503e-005
1.500000e-002,-7.013841e-005
1.600000e-002,-5.436058e-005
1.700000e-002,-1.340537e-005
1.800000e-002,1.029668e-006
1.900000e-002,-1.441246e-005
2.000000e-002,-4.865371e-005
2.100000e-002,-2.750470e-005
2.200000e-002,4.668466e-005
2.300000e-002,8.361149e-005
2.400000e-002,6.011260e-005
2.500000e-002,4.836315e-005
2.600000e-002,7.857602e-005
2.700000e-002,6.078400e-005
2.800000e-002,7.743638e-006
2.900000e-002,-3.019029e-005
3.000000e-002,-4.462533e-005
3.100000e-002,-4.663952e-005
3.200000e-002,-1.374106e-005
3.300000e-002,1.445761e-005
3.400000e-002,1.345051e-005
3.500000e-002,2.486426e-005
3.600000e-002,2.385716e-005
3.700000e-002,3.043857e-006
3.800000e-002,2.050018e-005
3.900000e-002,2.708159e-006
4.000000e-002,-2.213352e-005
4.100000e-002,-1.441246e-005
4.200000e-002,-1.911224e-005
4.300000e-002,-1.609096e-005
4.400000e-002,-1.642666e-005
4.500000e-002,-3.824706e-005
4.600000e-002,-4.328253e-005
4.700000e-002,-3.656856e-005
4.800000e-002,-2.918319e-005
4.900000e-002,-2.549051e-005
5.000000e-002,-1.609096e-005
5.100000e-002,-7.027094e-006
5.200000e-002,7.072242e-006
5.300000e-002,1.029668e-006
5.400000e-002,-2.716900e-005
5.500000e-002,-1.877654e-005
5.600000e-002,7.407940e-006
5.700000e-002,2.352146e-005
5.800000e-002,6.682657e-005
5.900000e-002,5.742701e-005
6.000000e-002,1.580040e-005
6.100000e-002,-1.172688e-005
6.200000e-002,-2.381202e-005
6.300000e-002,-2.213352e-005
6.400000e-002,5.058050e-006
6.500000e-002,1.311481e-005
6.600000e-002,5.058050e-006
6.700000e-002,3.043857e-006
6.800000e-002,1.177202e-005
6.900000e-002,1.143632e-005
7.000000e-002,5.058050e-006
7.100000e-002,3.715257e-006
7.200000e-002,-9.845241e-007
7.300000e-002,-2.327317e-006
7.400000e-002,-3.287588e-005
7.500000e-002,-8.289495e-005
7.600000e-002,-3.052599e-005
7.700000e-002,2.587136e-005
7.800000e-002,5.339863e-005
7.900000e-002,3.594231e-005
8.000000e-002,-3.131279e-007
8.100000e-002,7.407940e-006
8.200000e-002,1.982878e-005
8.300000e-002,1.479331e-005
8.400000e-002,1.714319e-005
8.500000e-002,1.445761e-005
8.600000e-002,2.587136e-005
8.700000e-002,2.385716e-005
8.800000e-002,3.379555e-006
8.900000e-002,3.582720e-007
9.000000e-002,3.582720e-007
9.100000e-002,-1.911224e-005
9.200000e-002,-2.649761e-005
9.300000e-002,-1.508386e-005
9.400000e-002,-9.712687e-006
9.500000e-002,-6.020000e-006
9.600000e-002,1.029668e-006
9.700000e-002,1.546470e-005
9.800000e-002,1.982878e-005
9.900000e-002,1.110062e-005
1.000000e-001,3.043857e-006
1.010000e-001,-1.306967e-005
1.020000e-001,-1.508386e-005
1.030000e-001,-4.328253e-005
1.040000e-001,-4.361823e-005
1.050000e-001,-2.663015e-006
1.060000e-001,7.743638e-006
1.070000e-001,3.715257e-006
1.080000e-001,1.781459e-005
1.090000e-001,3.527091e-005
