X[s],Avanti Sensor 1: Roll 1 [degrees],X[s],Avanti Sensor 1: Pitch 1 [degrees],X[s],Avanti Sensor 1: Yaw 1 [degrees]
10.605,22.342819577160316,10.605,-0.5510617362310083,10.605,-77.02640441642211
10.62,22.282468416342507,10.62,-0.3388660416366981,10.62,-77.13927272466323
10.635,22.11864536656411,10.635,-0.20824485351037939,10.635,-77.22970961524038
10.65,21.969509951955324,10.65,-0.11042821903196537,10.65,-77.16430425442456
10.665,21.761898993023486,10.665,-0.09375567827007605,10.665,-77.00377336572517
10.68,21.596679552177996,10.68,-0.12242093709748046,10.68,-76.96146741124498
10.695,21.386442233868202,10.695,-0.1436686983148204,10.695,-76.97557733238409
10.71,21.308851325838816,10.71,-0.020307907119313275,10.71,-76.89857796244011
10.725,21.17484053447826,10.725,-0.03687016095543445,10.725,-76.85596515151921
10.74,21.068741372009647,10.74,0.20677929131154998,10.74,-76.57879046792009
10.755,20.901151231415987,10.755,0.22239040545590422,10.755,-76.50496174244049
10.77,20.73796656813065,10.77,0.23303165671699863,10.77,-76.55183319772027
10.785,20.629152360675825,10.785,0.3685328795232931,10.785,-76.6543718326883
10.8,20.5102553123756,10.8,0.5806281111611851,10.8,-76.80477247796637
10.815,20.341012373396772,10.815,0.4649685819785503,10.815,-77.21278069016533
10.83,20.300346750922984,10.83,0.6181855336059381,10.83,-77.4016151531054
10.845,20.16616257532446,10.845,0.6491610520264381,10.845,-77.72069152850192
10.86,20.068916127767768,10.86,0.684995089976876,10.86,-78.03070104492458
10.875,19.9434975663073,10.875,0.6000644696383429,10.875,-78.33606707923308
10.89,19.818019631446983,10.89,0.525366012299739,10.89,-78.70816422800432
10.905,19.648138008413127,10.905,0.45855131983416114,10.905,-78.95782054173478
10.92,19.344833246589754,10.92,0.32086824088568777,10.92,-79.36753097859443
10.935,19.11384642761094,10.935,0.17842818161399518,10.935,-79.684815720156
10.95,18.74540766250093,10.95,0.1932334106861705,10.95,-80.0555537351363
10.965,18.43018134488384,10.965,0.38947297042353246,10.965,-80.46243563005875
10.98,18.04727764417723,10.98,0.658742098745887,10.98,-80.90454224577132
10.995,17.331523439831308,10.995,1.0948559174884476,10.995,-81.48697472901367
11.01,16.84735918043728,11.01,1.239411425449904,11.01,-81.78694109239883
11.025,16.365111250830875,11.025,1.3838552248086806,11.025,-81.97574130586058
11.04,16.151696454488523,11.04,1.4363442051828572,11.04,-81.99557899881862
11.055,15.995742824431042,11.055,1.454232372360471,11.055,-81.98403745864643
11.07,15.823647705787092,11.07,1.395292426951821,11.07,-81.887542148757
11.085,15.735919425062988,11.085,1.3389026882754649,11.085,-81.89922946154947
11.1,15.707828812855249,11.1,1.1560875827455808,11.1,-81.96480246929157
11.115,15.653691348947765,11.115,0.9449747141261674,11.115,-82.0115515796541
11.13,15.486851224607392,11.13,0.8732552177724388,11.13,-81.93962916326977
11.145,15.387054471536574,11.145,0.7940939237164868,11.145,-81.82807008284489
11.16,15.243875526118343,11.16,0.7859196761719326,11.16,-81.78280044589617
11.175,15.068611773821011,11.175,0.840711844234027,11.175,-81.84810537512386
11.19,14.862178269144273,11.19,0.8374218199827915,11.19,-82.02286602382694
11.205,14.02700587444657,11.205,0.6289338585403287,11.205,-82.89747412498767
11.22,12.852897776066012,11.22,0.41097062651295985,11.22,-83.96112703605674
11.235,11.202263785017609,11.235,0.18801315471574023,11.235,-84.6772511032069
11.25,7.300748408635973,11.25,-0.20803534507960766,11.25,-85.41845499033747
11.265,2.197816061857052,11.265,0.43284882223528875,11.265,-86.9569242442523
11.28,2.2756527309713652,11.28,0.6622637039739746,11.28,-86.4062199292922
11.295,2.2613959790257128,11.295,0.577833787638299,11.295,-86.43417207702275
11.31,2.346641908095625,11.31,0.5620254684737354,11.31,-86.51568805423351
11.325,2.4037112318699965,11.325,0.5413206105156346,11.325,-86.67168586208761
11.34,2.405869752259668,11.34,0.5410258358028955,11.34,-86.75544211453887
11.355,2.40007979761554,11.355,0.5497967428334749,11.355,-86.73897069081568
11.37,2.3864800789862746,11.37,0.5625996127605586,11.37,-86.59955527199727
11.385,2.401032451155515,11.385,0.5545287789502905,11.385,-86.44202604876307
11.4,2.4116005522293866,11.4,0.5329656049595475,11.4,-86.43231380933118
11.415,2.409106774470971,11.415,0.5188059903120228,11.415,-86.5092967539894
11.43,2.38100782755839,11.43,0.5017656792695828,11.43,-86.68019890274714
11.445,2.3353728917257626,11.445,0.4864216040250005,11.445,-86.83541840391624
11.46,2.1940914657656765,11.46,0.47519202898843005,11.46,-87.0752262336888
11.475,2.0774762276913705,11.475,0.45360947791526235,11.475,-87.3340079710405
11.49,1.9555054300068362,11.49,0.4249730324129391,11.49,-87.69224610651219
11.505,1.8772149312934947,11.505,0.39890036279414837,11.505,-88.18178093528289
11.52,1.8993076333157528,11.52,0.38792826114427365,11.52,-88.52515468987514
11.535,1.927089158554089,11.535,0.3784634283860143,11.535,-88.82353999780896
11.55,2.010988684573212,11.55,0.39009825969254913,11.55,-89.051613686393
11.565,2.0735578031871897,11.565,0.5553598857301717,11.565,-89.27757037999602
11.58,2.087629277534146,11.58,0.7454556107144057,11.58,-89.3409382666661
11.595,1.9740222938298426,11.595,0.9812214553453049,11.595,-89.25037568306654
11.61,1.7681590895302852,11.61,1.624432232736573,11.61,-88.80721644073323
11.625,0.02955068141793186,11.625,0.9403929713222542,11.625,-88.58410789132336
11.64,-3.173528860210687,11.64,0.36466038987129534,11.64,-88.36529775829284
11.655,-1.4412468215941463,11.655,1.0120098507574904,11.655,-88.48344417642475
11.67,-1.4666218004050189,11.67,1.1717504535065217,11.67,-88.54670850504807
11.685,-1.3451670717550475,11.685,1.240996061630503,11.685,-88.82770424851844
11.7,-1.2686527601070192,11.7,1.1733461044037885,11.7,-89.02719975899018
11.715,-1.3039243810961787,11.715,1.2750593789222906,11.715,-89.16733683472337
11.73,-1.308346349736622,11.73,1.242537882973861,11.73,-89.2124147199248
11.745,-1.31056959382325,11.745,1.2254672514642542,11.745,-89.25056161835744
11.76,-1.275911584260287,11.76,1.1736784621604692,11.76,-89.28025464821512
11.775,-1.2869248764860153,11.775,1.1667905465792734,11.775,-89.3001530584305
11.79,-1.305717479024329,11.79,1.148083875861943,11.79,-89.31964633662115
11.805,-1.317056066320987,11.805,1.1383619061588013,11.805,-89.34868311798678
11.82,-1.3357892732826446,11.82,1.1179680673113117,11.82,-89.38958464719042
11.835,-1.3416391873932416,11.835,1.1055944402280178,11.835,-89.43747421665462
11.85,-1.3425791152638396,11.85,1.0910143030701012,11.85,-89.46993053136306
11.865,-1.3507820736781972,11.865,1.0668677672176055,11.865,-89.48185553609297
11.88,-1.3549755172014073,11.88,1.0510221989079158,11.88,-89.48483833576775
11.895,-1.3590953417155824,11.895,1.0367300161550732,11.895,-89.51851401126328
11.91,-1.3630456956420096,11.91,1.024844090645873,11.91,-89.56080215280538
11.925,-1.3682407537523327,11.925,1.0108924221539082,11.925,-89.59162333133362
11.94,-1.3791584253143372,11.94,0.9892203499156006,11.94,-89.63840458055692
11.955,-1.389383760404413,11.955,0.9730884760089028,11.955,-89.69047675277963
11.97,-1.3896057379060205,11.97,0.958097425039938,11.97,-89.73689318670235
11.985,-1.3949512828327764,11.985,0.9443821192647258,11.985,-89.75790561488665
12.0,-1.4018707497635292,12.0,0.9253795486058101,12.0,-89.77302430636212
12.015,-1.405214106769525,12.015,0.90978902735844,12.015,-89.80982077772269
12.03,-1.4129371832085256,12.03,0.8951862269004208,12.03,-89.88477789884305
12.045,-1.4199909173543175,12.045,0.8862955469632872,12.045,-89.93817909400319
12.06,-1.4213638517698552,12.06,0.8744554988321075,12.06,-89.94606788554502
12.075,-1.4226680743358895,12.075,0.8618407566469122,12.075,-89.98634463458437
12.09,-1.425579310526561,12.09,0.8494947394272993,12.09,-90.00317233206187
12.105,-1.4318563954503216,12.105,0.8386589127067613,12.105,-90.02852876338012
12.12,-1.4381738074250952,12.12,0.8120837203837045,12.12,-90.09477129701489
12.135,-1.4439547074520869,12.135,0.7998255910582472,12.135,-90.13666050975331
12.15,-1.4461114322011825,12.15,0.7881574912740142,12.15,-90.16146437495802
12.165,-1.447671837291728,12.165,0.772724720489929,12.165,-90.1844043391155
12.18,-1.4490277187289198,12.18,0.7557499367977546,12.18,-90.24791333800722
12.195,-1.453658843989578,12.195,0.7434607421746672,12.195,-90.28724022327106
12.21,-1.4587515578474286,12.21,0.7330550172118964,12.21,-90.30614917234908
12.225,-1.460602435477345,12.225,0.7161096502328963,12.225,-90.32877593247245
12.24,-1.466770270743688,12.24,0.6999013757954506,12.24,-90.32988588423068
12.255,-1.4674969178664667,12.255,0.6826243778762061,12.255,-90.34371501957477
12.27,-1.4723418127582462,12.27,0.6715093643252056,12.27,-90.35936687678208
12.285,-1.4752177635573989,12.285,0.6631091737471113,12.285,-90.35877540793393
12.3,-1.483232196748387,12.3,0.6406628459561238,12.3,-90.36175901895521
12.315,-1.486361414708128,12.315,0.6297334468585469,12.315,-90.37576013632109
12.33,-1.4897261296102435,12.33,0.6216674150909547,12.33,-90.39453651075158
12.345,-1.4985204075671497,12.345,0.6109881026346288,12.345,-90.4382590496739
12.36,-1.5066444965969352,12.36,0.5964346589296488,12.36,-90.46710496851217
12.375,-1.5120300182288535,12.375,0.5839329118796993,12.375,-90.48406342284007
12.39,-1.515811585011656,12.39,0.5724532662776091,12.39,-90.51110825867636
12.405,-1.520996660366016,12.405,0.5573575479828494,12.405,-90.55098497018163
12.42,-1.526272116108161,12.42,0.5472110454366848,12.42,-90.56767351736838
12.435,-1.5313588739786,12.435,0.5351734808231697,12.435,-90.58283698267013
12.45,-1.537189308230803,12.45,0.5242259120806265,12.45,-90.61337297522257
12.465,-1.5341461623205062,12.465,0.5178440252758819,12.465,-90.63992802422602
12.48,-1.5351248721797544,12.48,0.5019730179169302,12.48,-90.67438108828306
12.495,-1.532476035616643,12.495,0.49282054524184943,12.495,-90.6810187336495
12.51,-1.53171937415519,12.51,0.48637315281099447,12.51,-90.65855663790998
12.525,-1.5404468261278912,12.525,0.46893906537751956,12.525,-90.67405386069085
12.54,-1.5433402459095558,12.54,0.4583900615213836,12.54,-90.64539398377349
12.555,-1.5501136152986377,12.555,0.4489724509550802,12.555,-90.69229775905298
12.57,-1.5489352985527471,12.57,0.44397378232898227,12.57,-90.71387756353674
12.585,-1.5510028194726173,12.585,0.4370358384865032,12.585,-90.72227399243305
12.6,-1.5541955017360136,12.6,0.4275645964135716,12.6,-90.74124960095143
12.615,-1.5545885043899688,12.615,0.4189670907170323,12.615,-90.74241180645153
12.63,-1.5529127073636715,12.63,0.41095489624190035,12.63,-90.75741679399633
12.645,-1.55545329904317,12.645,0.4037484706720559,12.645,-90.8012323405893
12.66,-1.5606786424239385,12.66,0.3952849653633638,12.66,-90.82207006922494
12.675,-1.5596555794149158,12.675,0.38907580221359356,12.675,-90.86211038789604
12.69,-1.5600753537917702,12.69,0.3802204142533431,12.69,-90.91488830358138
12.705,-1.562124136570569,12.705,0.3729873297890239,12.705,-90.96300537190488
12.72,-1.5631327824060575,12.72,0.3689287318900309,12.72,-91.00774852852479
12.735,-1.568646838871969,12.735,0.3588305353752557,12.735,-91.01617425867157
12.75,-1.5745153308985849,12.75,0.352260564441347,12.75,-91.01371149487858
12.765,-1.575434753722776,12.765,0.33907117236089657,12.765,-90.98848830942197
12.78,-1.575444491695881,12.78,0.3314756361038598,12.78,-91.02024478183023
12.795,-1.5800588925238572,12.795,0.3188998232353646,12.795,-91.03172477713436
12.81,-1.5781678736749158,12.81,0.30591548183840017,12.81,-91.03851076813241
12.825,-1.5804376391600001,12.825,0.2977274936065521,12.825,-91.06687557022614
12.84,-1.5935864576662129,12.84,0.26318749760971316,12.84,-91.4342458419715
12.855,-1.6577447054351748,12.855,0.2884762249614244,12.855,-92.18047033681144
12.87,-1.7492062094190313,12.87,0.44018901873284544,12.87,-92.22211714133975
12.885,-1.9614003098895347,12.885,0.4745870987072188,12.885,-91.80911976622815
12.9,-2.170060943821829,12.9,0.4012507621274534,12.9,-91.17759390959871
12.915,-1.9436839600348375,12.915,0.35310133465943705,12.915,-90.47917144371067
12.93,-1.5771497945293946,12.93,0.35290960104876934,12.93,-89.90142736890294
12.945,-1.4781563208502624,12.945,0.35319611994432126,12.945,-88.91082048011101
12.96,-1.4598968236664371,12.96,0.3834697941589905,12.96,-88.18502960609702
12.975,-1.484842122410685,12.975,0.4003010763375434,12.975,-87.60187327071024
12.99,-1.5017907459953705,12.99,0.4389898245715689,12.99,-86.9950965378376
13.005,-1.5016261388171264,13.005,0.4769229721148994,13.005,-86.32539422674485
13.02,-1.4875006637583588,13.02,0.5325432651206597,13.02,-84.92154565541682
13.035,-1.4772732667888513,13.035,0.6351993361199505,13.035,-82.86965547485327
13.05,-1.3873734890419998,13.05,0.7886533412217236,13.05,-78.86339622257975
13.065,-1.3268559985088202,13.065,0.8275326213757305,13.065,-75.96403087512566
13.08,-1.2425187212795563,13.08,0.8602751661275198,13.08,-73.67463689453906
13.095,-1.2033296147462385,13.095,0.8918747873255675,13.095,-71.65032360481806
13.11,-1.1611620074403641,13.11,0.9242910184821774,13.11,-70.4016765040405
13.125,-1.351875957946487,13.125,1.0573361881043968,13.125,-68.173137700874
13.14,-1.682973397527412,13.14,1.14589238720456,13.14,-64.93685350883544
13.155,-1.9119565017055988,13.155,1.2834072322244527,13.155,-60.74422415043734
13.17,-1.9777273512931723,13.17,1.3697412717686133,13.17,-54.842694590895796
13.185,-1.357890452604356,13.185,1.46153848731075,13.185,-50.986868692089125
13.2,-0.46311219314445345,13.2,1.0538715473427351,13.2,-47.2868371631202
13.215,-0.558064296847474,13.215,1.0804080582125628,13.215,-43.37393459077204
13.23,-0.48796563320182823,13.23,1.1353241294456005,13.23,-40.88581436459647
13.245,-0.4619697476320927,13.245,1.183023047747075,13.245,-39.01177166499611
13.26,-0.3921768033510704,13.26,1.293261948640443,13.26,-37.13562139747504
13.275,-0.2748054319269949,13.275,1.316485056532023,13.275,-34.68401247091724
13.29,-0.21731249541212433,13.29,1.3179198194272874,13.29,-32.95266500375119
13.305,-0.12272525982818579,13.305,1.3843949305590282,13.305,-30.293557700905193
13.32,-0.0573592037072308,13.32,1.3958855456443358,13.32,-28.331826378076695
13.335,0.015003687402766919,13.335,1.3682842312070211,13.335,-26.60397211832706
13.35,0.05361166712412011,13.35,1.3992238861785609,13.35,-24.846338724072506
13.365,0.11539430516857273,13.365,1.4644446860392015,13.365,-23.761120085062625
13.38,0.19374113867365306,13.38,1.4988390435228889,13.38,-22.355936968654564
13.395,0.22342577002886602,13.395,1.4920591493524957,13.395,-21.38220350272557
13.41,0.26602534565173996,13.41,1.5015586202816718,13.41,-20.489663569884193
13.425,0.3101061047071888,13.425,1.4936287823675694,13.425,-19.406831836838066
13.44,0.37798695133260063,13.44,1.5017368079803664,13.44,-18.87263614562315
13.455,0.40158167255299876,13.455,1.5067897227628604,13.455,-18.236339878151842
13.47,0.3827457198218192,13.47,1.515133193973911,13.47,-18.01571621181391
13.485,0.3962793397124582,13.485,1.4107626224276058,13.485,-18.574732426306298
13.5,0.32843347148110463,13.5,1.4248953013665133,13.5,-19.230765576103135
13.515,0.3029993624539561,13.515,1.4543871798415349,13.515,-19.511460854600777
13.53,0.2947422889876609,13.53,1.4518497807674293,13.53,-19.867138639270156
13.545,0.2873267284612688,13.545,1.4472502285660238,13.545,-20.16514748702346
13.56,0.28047418337650626,13.56,1.4359707153972971,13.56,-20.5781145337489
13.575,0.27374737614950373,13.575,1.4297639616224382,13.575,-20.84988206146869
13.59,0.2705906244650478,13.59,1.4265360343998192,13.59,-21.119260812754437
13.605,0.2530569743142874,13.605,1.4162021173789772,13.605,-22.19093426707579
13.62,0.18170039948500083,13.62,1.2906080441322805,13.62,-25.718607957907565
13.635,0.05592479168950586,13.635,1.2451485692714253,13.635,-30.272748598153157
13.65,-0.020888372811576534,13.65,1.2996687075229147,13.65,-32.921225832829194
13.665,-0.10229241280340816,13.665,1.3403698884501392,13.665,-35.327369804332754
13.68,-0.1660141159019216,13.68,1.330261651504683,13.68,-36.361748547384884
13.695,-0.14881792451941048,13.695,1.3548762688034746,13.695,-36.87739858863419
13.71,-0.15532725275857046,13.71,1.362110178476459,13.71,-37.34291938626911
13.725,-0.1856842882692962,13.725,1.35825436466034,13.725,-37.651163270528535
13.74,-0.15626794880558736,13.74,1.3817961810414834,13.74,-38.09737484510012
13.755,-0.13535373125920855,13.755,1.3925215546996004,13.755,-38.42528956662869
13.77,-0.14365265105097771,13.77,1.3748580399030665,13.77,-38.76236337359449
13.785,-0.15327723165623858,13.785,1.3678628252653482,13.785,-39.195689442601356
13.8,-0.1565449644098832,13.8,1.366746339819176,13.8,-39.54321882103877
13.815,-0.1648735362775142,13.815,1.3649656414877316,13.815,-39.97908867381418
13.83,-0.1736350899845878,13.83,1.3596510557206758,13.83,-40.31433888589386
13.845,-0.18133717277605335,13.845,1.3546674218056174,13.845,-40.67644411735904
13.86,-0.1861382611337204,13.86,1.352243373351551,13.86,-41.16183698518528
13.875,-0.18937282213908066,13.875,1.3449875775163742,13.875,-41.51714513411738
13.89,-0.1970100772883262,13.89,1.3414452176790057,13.89,-41.991153992026014
13.905,-0.20254664422741242,13.905,1.3426861478562924,13.905,-42.30943040563996
13.92,-0.2034953618477512,13.92,1.3401835256217831,13.92,-42.75324030337632
13.935,-0.20854223543451467,13.935,1.3380152963341974,13.935,-43.09252570857003
13.95,-0.20802046822777412,13.95,1.3291745314092012,13.95,-43.41447765640724
13.965,-0.2183899934998795,13.965,1.3239937564103494,13.965,-43.857715892673205
13.98,-0.23526535317928612,13.98,1.3088529927182275,13.98,-44.215802032514155
13.995,-0.23099875640156556,13.995,1.3293642451710765,13.995,-44.68879061334874
14.01,-0.24430447077048056,14.01,1.3341256322263229,14.01,-44.97509375241973
14.025,-0.24827916137732428,14.025,1.3509881627008558,14.025,-45.107780352656995
14.04,-0.2036245230083419,14.04,1.3724595199092438,14.04,-44.87749584886175
14.055,-0.18881793128217528,14.055,1.3441379355091763,14.055,-44.512980527122615
14.07,-0.18287570234063658,14.07,1.3003661215697793,14.07,-44.06536706364614
14.085,-0.2403158564141734,14.085,1.218222206061007,14.085,-44.281697651136966
14.1,-0.2651128115288582,14.1,1.2506151956718061,14.1,-44.57955771351519
14.115,-0.2663337462381397,14.115,1.2726770038047568,14.115,-44.72773616999814
14.13,-0.27895889366275384,14.13,1.2926434473145323,14.13,-44.908641700768555
14.145,-0.32292055027737093,14.145,1.354556975879391,14.145,-44.47737720893635
14.16,-0.35896330274136135,14.16,1.3808631710142685,14.16,-43.64728729525188
14.175,-0.24343450667458733,14.175,1.4244296489530002,14.175,-42.3946912977244
14.19,-0.1900060332138326,14.19,1.3991647043880562,14.19,-41.71499785722606
14.205,-0.17774551225360255,14.205,1.4082884563787745,14.205,-41.18545219024851
14.22,-0.16296775100625208,14.22,1.4796614598549704,14.22,-40.03257797608647
14.235,-0.07647750630127176,14.235,1.5202615496940344,14.235,-38.924870436217624
14.25,0.03772863840610062,14.25,1.582918375941431,14.25,-37.1622405879472
14.265,0.1025976666711139,14.265,1.6434273939289707,14.265,-35.47463586269538
14.28,0.23940424570095786,14.28,1.754598366034916,14.28,-32.78311381663842
14.295,0.3226077726105674,14.295,1.759387435233806,14.295,-31.206545339827716
14.31,0.3476038583361355,14.31,1.7304216431458825,14.31,-29.98900616196748
14.325,0.3598020359073928,14.325,1.686078821760641,14.325,-28.754316103048794
14.34,0.33554766959680266,14.34,1.6067545299065067,14.34,-28.060180260883456
14.355,0.44335165313570524,14.355,1.6720236378358178,14.355,-27.04974661911208
14.37,0.49543058645536975,14.37,1.7053198592853684,14.37,-25.622925003155164
14.385,0.57381483401608,14.385,1.7188522225652734,14.385,-23.99164436860527
14.4,0.6572541969522986,14.4,1.6202186522454052,14.4,-22.185840715130116
14.415,0.7291728900861713,14.415,1.594279323731732,14.415,-21.284196369142656
14.43,0.6927314452284755,14.43,1.4368421342408406,14.43,-21.2744975836719
14.445,0.7419008184252007,14.445,1.4643258350068915,14.445,-21.56005359837499
14.46,0.7167982120106845,14.46,1.4406877234268234,14.46,-21.85309766632987
14.475,0.7739275938135263,14.475,1.4895876610946541,14.475,-22.25330676678385
14.49,0.78355819460172,14.49,1.491940346653518,14.49,-22.58839981146257
14.505,0.7709042563884017,14.505,1.4858162503780856,14.505,-23.034249797186934
14.52,0.7639015118088155,14.52,1.4748482966795207,14.52,-23.33257455116429
14.535,0.7556640693021401,14.535,1.4584682610484003,14.535,-23.819302719622474
14.55,0.7524368644014674,14.55,1.4549313962532644,14.55,-24.17364544537744
14.565,0.7504373889031155,14.565,1.4507506952099711,14.565,-24.52212266461686
14.58,0.7484147838744418,14.58,1.442045694067378,14.58,-24.971908946528828
14.595,0.7432751426307856,14.595,1.4361941593688463,14.595,-25.316613433329703
14.61,0.7319199324066066,14.61,1.4349910223515134,14.61,-25.782452786945008
14.625,0.7271196638472379,14.625,1.426449000910623,14.625,-26.125704715630775
14.64,0.7216290578710923,14.64,1.4233673361800243,14.64,-26.492033787977
14.655,0.7152076894573755,14.655,1.4151518117264514,14.655,-26.96908491087286
14.67,0.7064162761853549,14.67,1.4116702315576206,14.67,-27.336089875901624
14.685,0.701003508352285,14.685,1.4045265212668472,14.685,-27.85575796673201
14.7,0.6983711249699222,14.7,1.40243922896502,14.7,-28.242402931704575
14.715,0.5149591122168501,14.715,1.3464636747080547,14.715,-29.222817646041268
14.73,0.49651617566899,14.73,1.4763840174272154,14.73,-29.823011851144035
14.745,0.329570008822351,14.745,1.3905015396574956,14.745,-30.99935644541626
14.76,0.3516741984136996,14.76,1.233378881329789,14.76,-32.24488193512921
14.775,0.24960306399963514,14.775,1.2402446249962287,14.775,-32.5303922114751
14.79,0.30119051250020495,14.79,1.2527206027903777,14.79,-32.18623887759642
14.805,0.4064396757537165,14.805,1.474949633435337,14.805,-31.965746870669783
14.82,0.4463988521009174,14.82,1.3723597602276998,14.82,-31.473786873049608
14.835,0.5277615265931012,14.835,1.35328350241035,14.835,-30.35110650243557
14.85,0.6300866798475062,14.85,1.392743571526431,14.85,-29.057282293534804
14.865,0.6426013617467958,14.865,1.3934077750658826,14.865,-26.600142823593618
14.88,0.7192859322306757,14.88,1.4116652240849386,14.88,-24.163406369134197
14.895,0.7701146318229526,14.895,1.3687149594340942,14.895,-21.665855193651204
14.91,0.8404859288890045,14.91,1.3196526540294575,14.91,-18.6831319117436
14.925,0.987064019638638,14.925,1.357866011013846,14.925,-16.578137868209897
14.94,1.1209280916039404,14.94,1.3293918228988695,14.94,-13.445807890749244
14.955,1.1940167763232326,14.955,1.3187509672226192,14.955,-10.651547116530768
14.97,1.2714741435084713,14.97,1.2690165333661996,14.97,-6.541929859516942
14.985,1.3228562222523517,14.985,1.1071471200796676,14.985,-3.68170743455659
15.0,1.4116761552522936,15.0,0.9627472496580656,15.0,-1.3407414055991749
15.015,1.4814358078003653,15.015,0.8417445726771108,15.015,1.1607032871349443
15.03,1.4978684896279182,15.03,0.769233512410448,15.03,3.071776937261135
15.045,1.584775714707825,15.045,0.7679189838734344,15.045,5.969542587850114
15.06,1.5985805162051177,15.06,0.749790350091537,15.06,8.319757631081682
15.075,1.5704044442671372,15.075,0.7182886233253384,15.075,10.810129811799499
15.09,1.5878649529378603,15.09,0.6416034939955276,15.09,14.424225668610351
15.105,1.576967265588144,15.105,0.5964421282265264,15.105,17.05902946685735
15.12,1.6289861289647367,15.12,0.4794068191034338,15.12,19.71976692613074
15.135,1.6722780145824618,15.135,0.4207043947945318,15.135,20.73300244612391
15.15,1.686023117624432,15.15,0.375987217088283,15.15,21.189499298579264
15.165,1.6871999293955415,15.165,0.39292937464236316,15.165,21.259264655194226
15.18,1.705448154511138,15.18,0.3963726568509314,15.18,21.29569473714282
15.195,1.694748039264842,15.195,0.3819184351703483,15.195,21.340534639751844
15.21,1.6956067965353425,15.21,0.382103366106236,15.21,21.360833203691804
15.225,1.6793489106613122,15.225,0.3698921434358915,15.225,21.373381289455097
15.24,1.6705806866317243,15.24,0.3649560092896665,15.24,21.416860790052
15.255,1.6673047644260048,15.255,0.36026162888382907,15.255,21.482560307397197
15.27,1.6563711391017988,15.27,0.354606625641481,15.27,21.555784767719853
15.285,1.6492746670659704,15.285,0.35084613642306794,15.285,21.61215797547536
15.3,1.6376939025037565,15.3,0.3445204219327024,15.3,21.668826748349478
15.315,1.6299388035248845,15.315,0.34197481584800976,15.315,21.699780651619836
15.33,1.6084928558580494,15.33,0.33437996787840363,15.33,21.639326997651484
15.345,1.5020996910142093,15.345,0.3003603357249351,15.345,21.091214052723267
15.36,1.4914362842255773,15.36,0.3286280671181761,15.36,20.56789086002275
15.375,1.4834493342919726,15.375,0.3508460445429792,15.375,19.98559002662803
15.39,1.460592811011751,15.39,0.36314980627235444,15.39,19.99937315018177
15.405,1.4617460475377733,15.405,0.35196770287170376,15.405,20.340736921211732
15.42,1.462934799392892,15.42,0.34459421307590954,15.42,20.69503232838379
15.435,1.529017877588296,15.435,0.32625852144533735,15.435,21.04647515856107
15.45,1.521248480713435,15.45,0.2772634340746798,15.45,21.510200524971363
15.465,1.5437528851822482,15.465,0.2823971633551882,15.465,22.03109943644699
15.48,1.9529193910236897,15.48,0.2913415911421323,15.48,23.699372226777527
15.495,2.752571412703472,15.495,0.18424183551933646,15.495,26.058281377865192
15.51,3.949359694372816,15.51,0.19144931615957442,15.51,29.6570542997905
15.525,4.549171357783295,15.525,0.023967516921047,15.525,34.85484474450858
15.54,4.765055297752387,15.54,0.1290061914835544,15.54,37.66026679808682
15.555,4.98614211462671,15.555,0.04238462128701166,15.555,39.844516564691155
15.57,4.911863570440081,15.57,-0.020555184523820283,15.57,41.51708122471276
15.585,4.513210622734394,15.585,-0.08641114602333738,15.585,44.13862833474899
15.6,3.994961141229364,15.6,-0.07505750292017296,15.6,46.643195199462035
15.615,3.494017539069351,15.615,-0.10302643532457054,15.615,49.918099461352334
15.63,2.918127209503066,15.63,-0.1781266879750987,15.63,54.82100179463882
15.645,2.603334290751604,15.645,-0.2220051786918863,15.645,58.45917626038266
15.66,2.180224668618807,15.66,-0.3234052735657525,15.66,62.47391851035337
15.675,1.5126035670946627,15.675,-0.3324827621012895,15.675,66.05025769483737
15.69,1.6168689923782573,15.69,-0.3632353631240977,15.69,69.631009753793
15.705,1.615460454209358,15.705,-0.46559069598023994,15.705,73.28112269525579
15.72,1.6390009333187228,15.72,-0.479757017161708,15.72,75.36138350261706
15.735,1.6224870513226255,15.735,-0.50742287950091,15.735,78.65203125147193
15.75,1.617542085546553,15.75,-0.6027814780542139,15.75,80.81069636478964
15.765,1.571050806866154,15.765,-0.6624445131146165,15.765,83.8761466947261
15.78,1.5192977878986582,15.78,-0.7405251509197106,15.78,85.85543896162477
15.795,1.5051351214370405,15.795,-0.7658954636365274,15.795,87.59263467027843
15.81,1.4599775864309261,15.81,-0.7925705256487217,15.81,89.80051463303984
15.825,1.4596005519118989,15.825,-0.8496147113885666,15.825,91.64348010371599
15.84,1.419015328799499,15.84,-0.9044184823015188,15.84,93.09454737789082
15.855,1.405377714644455,15.855,-0.9543715955752853,15.855,95.0108708275101
15.87,1.4115696580007755,15.87,-1.0291129976845794,15.87,96.54951833675642
15.885,1.418471012035988,15.885,-1.0850938089356188,15.885,97.0322758436572
15.9,1.4121048281136384,15.9,-1.0890172307943364,15.9,98.21267662564185
15.915,1.4022979094862544,15.915,-1.1090665024237918,15.915,99.76235332871995
15.93,1.3964537303917817,15.93,-1.116236933633268,15.93,100.95151661469409
15.945,1.386163427826148,15.945,-1.1265698332727125,15.945,102.15780917759722
15.96,1.3746893328449932,15.96,-1.1359501602552557,15.96,103.76267116352027
