# Label: Avanti Sensor 1: EMG 1 Sampling frequency: 1.000000e+003 Number of points: 33000 X start: 0.000000e+000 Unit: V Domain Unit: s
# Label: Avanti Sensor 1: Pitch 1 Sampling frequency: 6.666667e+001 Number of points: 2200 X start: 0.000000e+000 Unit: degrees Domain Unit: s
# Label: Avanti Sensor 1: Roll 1 Sampling frequency: 6.666667e+001 Number of points: 2200 X start: 0.000000e+000 Unit: degrees Domain Unit: s
# Label: Avanti Sensor 1: Yaw 1 Sampling frequency: 6.666667e+001 Number of points: 2200 X start: 0.000000e+000 Unit: degrees Domain Unit: s
# Start Trigger Method: None
# Stop Trigger Method: None
# Use Camera: NO
# Video File Path: 
# System Gain: 1.500000e+002
# A/D card Gain: 1.000000e+000
# Bit Resolution: -1.000000e+000
# Bias: 0.000000e+000
# High pass cutoff frequency: 0.000000e+000
# Low pass cutoff frequency: 0.000000e+000
# System Gain: 1.000000e+000
# A/D card Gain: 1.000000e+000
# Bit Resolution: -1.000000e+000
# Bias: 0.000000e+000
# High pass cutoff frequency: 0.000000e+000
# Low pass cutoff frequency: 0.000000e+000
# System Gain: 1.000000e+000
# A/D card Gain: 1.000000e+000
# Bit Resolution: -1.000000e+000
# Bias: 0.000000e+000
# High pass cutoff frequency: 0.000000e+000
# Low pass cutoff frequency: 0.000000e+000
# System Gain: 1.000000e+000
# A/D card Gain: 1.000000e+000
# Bit Resolution: -1.000000e+000
# Bias: 0.000000e+000
# High pass cutoff frequency: 0.000000e+000
# Low pass cutoff frequency: 0.000000e+000
X [s],Avanti Sensor 1: EMG 1 [V],X [s],Avanti Sensor 1: Pitch 1 [degrees],X [s],Avanti Sensor 1: Roll 1 [degrees],X [s],Avanti Sensor 1: Yaw 1 [degrees]
1.78100e+000,-3.19081e-003,2.67150e+001,-8.69727e+001,2.67150e+001,-1.66183e+000,2.67150e+001,-4.42416e+001
1.78200e+000,-6.93721e-003,2.67300e+001,-8.71155e+001,2.67300e+001,-2.09439e+000,2.67300e+001,-4.43463e+001
1.78300e+000,-1.04379e-002,2.67450e+001,-8.71849e+001,2.67450e+001,-2.30298e+000,2.67450e+001,-4.44503e+001
1.78400e+000,-1.09864e-002,2.67600e+001,-8.71619e+001,2.67600e+001,-2.23835e+000,2.67600e+001,-4.45826e+001
1.78500e+000,-1.07625e-002,2.67750e+001,-8.70668e+001,2.67750e+001,-1.96483e+000,2.67750e+001,-4.46792e+001
1.78600e+000,-8.78288e-003,2.67900e+001,-8.68549e+001,2.67900e+001,-1.26457e+000,2.67900e+001,-4.47930e+001
1.78700e+000,-4.84782e-003,2.68050e+001,-8.67853e+001,2.68050e+001,-5.75698e-001,2.68050e+001,-4.48717e+001
1.78800e+000,-9.81918e-004,2.68200e+001,-8.67961e+001,2.68200e+001,1.90249e-001,2.68200e+001,-4.49496e+001
1.78900e+000,2.61274e-003,2.68350e+001,-8.69230e+001,2.68350e+001,1.19923e+000,2.68350e+001,-4.50375e+001
1.79000e+000,6.12415e-003,2.68500e+001,-8.71218e+001,2.68500e+001,1.86831e+000,2.68500e+001,-4.50803e+001
1.79100e+000,9.40963e-003,2.68650e+001,-8.73972e+001,2.68650e+001,2.53355e+000,2.68650e+001,-4.51526e+001
1.79200e+000,1.07823e-002,2.68800e+001,-8.75037e+001,2.68800e+001,2.74081e+000,2.68800e+001,-4.52139e+001
1.79300e+000,1.04956e-002,2.68950e+001,-8.73852e+001,2.68950e+001,2.46435e+000,2.68950e+001,-4.52646e+001
1.79400e+000,8.71708e-003,2.69100e+001,-8.72179e+001,2.69100e+001,2.06942e+000,2.69100e+001,-4.52834e+001
1.79500e+000,5.66088e-003,2.69250e+001,-8.70012e+001,2.69250e+001,1.53127e+000,2.69250e+001,-4.53146e+001
1.79600e+000,2.39387e-003,2.69400e+001,-8.68390e+001,2.69400e+001,6.51206e-001,2.69400e+001,-4.53903e+001
1.79700e+000,-9.22835e-004,2.69550e+001,-8.67498e+001,2.69550e+001,-4.98403e-002,2.69550e+001,-4.54645e+001
1.79800e+000,-4.36240e-003,2.69700e+001,-8.68039e+001,2.69700e+001,-9.05253e-001,2.69700e+001,-4.55408e+001
1.79900e+000,-8.31894e-003,2.69850e+001,-8.68790e+001,2.69850e+001,-1.45086e+000,2.69850e+001,-4.56295e+001
1.80000e+000,-1.09448e-002,2.70000e+001,-8.67345e+001,2.70000e+001,-1.53005e+000,2.70000e+001,-4.52280e+001
1.80100e+000,-1.09495e-002,2.70150e+001,-8.66963e+001,2.70150e+001,-8.94844e-001,2.70150e+001,-4.32337e+001
1.80200e+000,-1.04258e-002,2.70300e+001,-8.68767e+001,2.70300e+001,-9.42051e-001,2.70300e+001,-4.35996e+001
1.80300e+000,-7.48708e-003,2.70450e+001,-8.67571e+001,2.70450e+001,-8.59833e-001,2.70450e+001,-4.45097e+001
1.80400e+000,-3.47414e-003,2.70600e+001,-8.67313e+001,2.70600e+001,-8.31452e-001,2.70600e+001,-4.50146e+001
1.80500e+000,2.63859e-004,2.70750e+001,-8.61714e+001,2.70750e+001,-9.59408e-001,2.70750e+001,-4.53066e+001
1.80600e+000,3.86120e-003,2.70900e+001,-8.47219e+001,2.70900e+001,-1.08758e+000,2.70900e+001,-4.52284e+001
1.80700e+000,7.35784e-003,2.71050e+001,-8.22738e+001,2.71050e+001,-1.12208e+000,2.71050e+001,-4.52206e+001
1.80800e+000,1.01720e-002,2.71200e+001,-7.71987e+001,2.71200e+001,-1.06154e+000,2.71200e+001,-4.60919e+001
1.80900e+000,1.07591e-002,2.71350e+001,-7.20337e+001,2.71350e+001,-4.61848e-001,2.71350e+001,-4.79374e+001
1.81000e+000,1.01143e-002,2.71500e+001,-6.68732e+001,2.71500e+001,1.42385e+000,2.71500e+001,-5.02081e+001
1.81100e+000,7.73953e-003,2.71650e+001,-6.25553e+001,2.71650e+001,3.65869e+000,2.71650e+001,-5.08092e+001
1.81200e+000,4.54972e-003,2.71800e+001,-6.10853e+001,2.71800e+001,4.21494e+000,2.71800e+001,-5.10889e+001
1.81300e+000,1.26961e-003,2.71950e+001,-6.05439e+001,2.71950e+001,4.02932e+000,2.71950e+001,-5.10457e+001
1.81400e+000,-2.09677e-003,2.72100e+001,-6.01743e+001,2.72100e+001,3.95758e+000,2.72100e+001,-5.10142e+001
1.81500e+000,-5.66424e-003,2.72250e+001,-5.96361e+001,2.72250e+001,3.76539e+000,2.72250e+001,-5.11146e+001
1.81600e+000,-9.60568e-003,2.72400e+001,-5.92488e+001,2.72400e+001,3.55114e+000,2.72400e+001,-5.12139e+001
1.81700e+000,-1.09847e-002,2.72550e+001,-5.87854e+001,2.72550e+001,3.28074e+000,2.72550e+001,-5.13633e+001
1.81800e+000,-1.08595e-002,2.72700e+001,-5.79431e+001,2.72700e+001,3.03965e+000,2.72700e+001,-5.17406e+001
1.81900e+000,-9.72686e-003,2.72850e+001,-5.71613e+001,2.72850e+001,2.96986e+000,2.72850e+001,-5.20859e+001
1.82000e+000,-6.10333e-003,2.73000e+001,-5.61345e+001,2.73000e+001,2.70513e+000,2.73000e+001,-5.23166e+001
1.82100e+000,-2.14041e-003,2.73150e+001,-5.51586e+001,2.73150e+001,2.57189e+000,2.73150e+001,-5.25918e+001
1.82200e+000,1.49554e-003,2.73300e+001,-5.33205e+001,2.73300e+001,2.13798e+000,2.73300e+001,-5.28934e+001
1.82300e+000,5.05898e-003,2.73450e+001,-5.18525e+001,2.73450e+001,1.76003e+000,2.73450e+001,-5.32416e+001
1.82400e+000,8.50559e-003,2.73600e+001,-5.02457e+001,2.73600e+001,1.33740e+000,2.73600e+001,-5.33951e+001
1.82500e+000,1.06218e-002,2.73750e+001,-4.82145e+001,2.73750e+001,6.91053e-001,2.73750e+001,-5.36636e+001
1.82600e+000,1.06574e-002,2.73900e+001,-4.67567e+001,2.73900e+001,2.89473e-001,2.73900e+001,-5.41236e+001
1.82700e+000,9.45360e-003,2.74050e+001,-4.49682e+001,2.74050e+001,-1.29376e-001,2.74050e+001,-5.46677e+001
1.82800e+000,6.63575e-003,2.74200e+001,-4.35441e+001,2.74200e+001,-3.76150e-001,2.74200e+001,-5.49731e+001
1.82900e+000,3.39828e-003,2.74350e+001,-4.18704e+001,2.74350e+001,-3.73231e-001,2.74350e+001,-5.53714e+001
1.83000e+000,1.20516e-004,2.74500e+001,-3.95934e+001,2.74500e+001,-4.91445e-001,2.74500e+001,-5.57951e+001
1.83100e+000,-3.30126e-003,2.74650e+001,-3.74951e+001,2.74650e+001,-5.16902e-001,2.74650e+001,-5.62328e+001
1.83200e+000,-7.07082e-003,2.74800e+001,-3.45867e+001,2.74800e+001,-4.36374e-001,2.74800e+001,-5.68586e+001
1.83300e+000,-1.05013e-002,2.74950e+001,-3.25894e+001,2.74950e+001,-6.59985e-001,2.74950e+001,-5.71472e+001
1.83400e+000,-1.09867e-002,2.75100e+001,-3.05459e+001,2.75100e+001,-7.52768e-001,2.75100e+001,-5.76821e+001
1.83500e+000,-1.07400e-002,2.75250e+001,-2.93236e+001,2.75250e+001,-7.27415e-001,2.75250e+001,-5.80116e+001
1.83600e+000,-8.65867e-003,2.75400e+001,-2.83374e+001,2.75400e+001,-8.85349e-001,2.75400e+001,-5.82784e+001
1.83700e+000,-4.70079e-003,2.75550e+001,-2.70014e+001,2.75550e+001,-9.18163e-001,2.75550e+001,-5.87170e+001
1.83800e+000,-8.56367e-004,2.75700e+001,-2.62363e+001,2.75700e+001,-1.03092e+000,2.75700e+001,-5.90972e+001
1.83900e+000,2.72990e-003,2.75850e+001,-2.56155e+001,2.75850e+001,-1.09370e+000,2.75850e+001,-5.94627e+001
1.84000e+000,6.26648e-003,2.76000e+001,-2.51557e+001,2.76000e+001,-1.05931e+000,2.76000e+001,-5.99400e+001
1.84100e+000,9.50799e-003,2.76150e+001,-2.48859e+001,2.76150e+001,-9.90109e-001,2.76150e+001,-6.02979e+001
1.84200e+000,1.07890e-002,2.76300e+001,-2.45111e+001,2.76300e+001,-8.98181e-001,2.76300e+001,-6.07473e+001
1.84300e+000,1.04654e-002,2.76450e+001,-2.42530e+001,2.76450e+001,-8.08237e-001,2.76450e+001,-6.10574e+001
1.84400e+000,8.61973e-003,2.76600e+001,-2.39716e+001,2.76600e+001,-6.39220e-001,2.76600e+001,-6.14958e+001
1.84500e+000,5.56017e-003,2.76750e+001,-2.35579e+001,2.76750e+001,-6.64505e-001,2.76750e+001,-6.18661e+001
1.84600e+000,2.31330e-003,2.76900e+001,-2.28235e+001,2.76900e+001,-9.48311e-001,2.76900e+001,-6.23814e+001
1.84700e+000,-9.92996e-004,2.77050e+001,-2.20571e+001,2.77050e+001,-1.08964e+000,2.77050e+001,-6.26057e+001
1.84800e+000,-4.47553e-003,2.77200e+001,-2.12271e+001,2.77200e+001,-1.21268e+000,2.77200e+001,-6.29252e+001
1.84900e+000,-8.47773e-003,2.77350e+001,-1.96776e+001,2.77350e+001,-1.16433e+000,2.77350e+001,-6.33888e+001
1.85000e+000,-1.09639e-002,2.77500e+001,-1.88787e+001,2.77500e+001,-1.39091e+000,2.77500e+001,-6.37415e+001
1.85100e+000,-1.09394e-002,2.77650e+001,-1.81467e+001,2.77650e+001,-1.27507e+000,2.77650e+001,-6.42553e+001
1.85200e+000,-1.03892e-002,2.77800e+001,-1.78149e+001,2.77800e+001,-1.17831e+000,2.77800e+001,-6.46837e+001
1.85300e+000,-7.37932e-003,2.77950e+001,-1.76791e+001,2.77950e+001,-1.20177e+000,2.77950e+001,-6.50284e+001
1.85400e+000,-3.33449e-003,2.78100e+001,-1.75491e+001,2.78100e+001,-1.20614e+000,2.78100e+001,-6.54949e+001
1.85500e+000,4.26337e-004,2.78250e+001,-1.74600e+001,2.78250e+001,-1.23104e+000,2.78250e+001,-6.58321e+001
1.85600e+000,4.01462e-003,2.78400e+001,-1.73699e+001,2.78400e+001,-1.31267e+000,2.78400e+001,-6.62544e+001
1.85700e+000,7.48440e-003,2.78550e+001,-1.73157e+001,2.78550e+001,-1.38815e+000,2.78550e+001,-6.65574e+001
1.85800e+000,1.02314e-002,2.78700e+001,-1.72909e+001,2.78700e+001,-1.41684e+000,2.78700e+001,-6.68623e+001
1.85900e+000,1.07507e-002,2.78850e+001,-1.72150e+001,2.78850e+001,-1.41222e+000,2.78850e+001,-6.72372e+001
1.86000e+000,1.00344e-002,2.79000e+001,-1.71422e+001,2.79000e+001,-1.38240e+000,2.79000e+001,-6.75034e+001
1.86100e+000,7.56899e-003,2.79150e+001,-1.70694e+001,2.79150e+001,-1.27354e+000,2.79150e+001,-6.78382e+001
1.86200e+000,4.39664e-003,2.79300e+001,-1.70205e+001,2.79300e+001,-1.18984e+000,2.79300e+001,-6.80990e+001
1.86300e+000,1.12996e-003,2.79450e+001,-1.69269e+001,2.79450e+001,-1.12400e+000,2.79450e+001,-6.84331e+001
1.86400e+000,-2.23743e-003,2.79600e+001,-1.68604e+001,2.79600e+001,-1.09988e+000,2.79600e+001,-6.86771e+001
1.86500e+000,-5.80020e-003,2.79750e+001,-1.68207e+001,2.79750e+001,-1.04021e+000,2.79750e+001,-6.88825e+001
1.86600e+000,-9.69598e-003,2.79900e+001,-1.67546e+001,2.79900e+001,-9.34915e-001,2.79900e+001,-6.91880e+001
1.86700e+000,-1.09851e-002,2.80050e+001,-1.66976e+001,2.80050e+001,-8.59888e-001,2.80050e+001,-6.94137e+001
1.86800e+000,-1.08511e-002,2.80200e+001,-1.66527e+001,2.80200e+001,-7.03312e-001,2.80200e+001,-6.97018e+001
1.86900e+000,-9.63018e-003,2.80350e+001,-1.66406e+001,2.80350e+001,-6.19475e-001,2.80350e+001,-6.99106e+001
1.87000e+000,-5.95496e-003,2.80500e+001,-1.66471e+001,2.80500e+001,-6.01126e-001,2.80500e+001,-7.01093e+001
1.87100e+000,-1.98666e-003,2.80650e+001,-1.66831e+001,2.80650e+001,-5.96381e-001,2.80650e+001,-7.04647e+001
1.87200e+000,1.62579e-003,2.80800e+001,-1.66562e+001,2.80800e+001,-6.89006e-001,2.80800e+001,-7.06947e+001
1.87300e+000,5.17278e-003,2.80950e+001,-1.64120e+001,2.80950e+001,-1.06156e+000,2.80950e+001,-7.09634e+001
1.87400e+000,8.61973e-003,2.81100e+001,-1.54776e+001,2.81100e+001,-1.31270e+000,2.81100e+001,-7.12956e+001
1.87500e+000,1.06588e-002,2.81250e+001,-1.00072e+001,2.81250e+001,-2.02033e+000,2.81250e+001,-7.15486e+001
1.87600e+000,1.06433e-002,2.81400e+001,1.13875e+000,2.81400e+001,-4.18485e+000,2.81400e+001,-7.20037e+001
1.87700e+000,9.37606e-003,2.81550e+001,3.52977e+000,2.81550e+001,-9.19631e+000,2.81550e+001,-7.22149e+001
1.87800e+000,6.53169e-003,2.81700e+001,-1.04030e+000,2.81700e+001,-6.54537e+000,2.81700e+001,-7.14976e+001
1.87900e+000,3.28783e-003,2.81850e+001,3.13695e-001,2.81850e+001,-5.73773e+000,2.81850e+001,-7.17879e+001
1.88000e+000,1.04067e-005,2.82000e+001,-3.74931e-001,2.82000e+001,-4.42181e+000,2.82000e+001,-7.19775e+001
1.88100e+000,-3.41372e-003,2.82150e+001,-4.87307e-001,2.82150e+001,-4.39255e+000,2.82150e+001,-7.23035e+001
1.88200e+000,-7.21080e-003,2.82300e+001,-5.06638e-001,2.82300e+001,-4.32006e+000,2.82300e+001,-7.25690e+001
1.88300e+000,-1.05701e-002,2.82450e+001,-5.50497e-001,2.82450e+001,-4.24030e+000,2.82450e+001,-7.26449e+001
1.88400e+000,-1.09867e-002,2.82600e+001,-5.67970e-001,2.82600e+001,-4.20537e+000,2.82600e+001,-7.27598e+001
1.88500e+000,-1.07182e-002,2.82750e+001,-6.14645e-001,2.82750e+001,-4.14249e+000,2.82750e+001,-7.29697e+001
1.88600e+000,-8.54789e-003,2.82900e+001,-6.63192e-001,2.82900e+001,-4.10203e+000,2.82900e+001,-7.29921e+001
1.88700e+000,-4.57523e-003,2.83050e+001,-7.07246e-001,2.83050e+001,-4.05459e+000,2.83050e+001,-7.29695e+001
1.88800e+000,-7.21752e-004,2.83200e+001,-7.55547e-001,2.83200e+001,-4.01467e+000,2.83200e+001,-7.31220e+001
1.88900e+000,2.90010e-003,2.83350e+001,-7.82783e-001,2.83350e+001,-3.97308e+000,2.83350e+001,-7.33035e+001
1.89000e+000,6.41016e-003,2.83500e+001,-8.13681e-001,2.83500e+001,-3.89762e+000,2.83500e+001,-7.35133e+001
1.89100e+000,9.60198e-003,2.83650e+001,-8.44494e-001,2.83650e+001,-3.83871e+000,2.83650e+001,-7.36479e+001
1.89200e+000,1.07897e-002,2.83800e+001,-8.77163e-001,2.83800e+001,-3.84409e+000,2.83800e+001,-7.39794e+001
1.89300e+000,1.04285e-002,2.83950e+001,-8.38210e-001,2.83950e+001,-3.78530e+000,2.83950e+001,-7.44283e+001
1.89400e+000,8.49921e-003,2.84100e+001,-8.54795e-001,2.84100e+001,-3.75815e+000,2.84100e+001,-7.47323e+001
1.89500e+000,5.40240e-003,2.84250e+001,-8.57064e-001,2.84250e+001,-3.73745e+000,2.84250e+001,-7.52362e+001
1.89600e+000,2.15183e-003,2.84400e+001,-8.58869e-001,2.84400e+001,-3.68840e+000,2.84400e+001,-7.56563e+001
1.89700e+000,-1.14205e-003,2.84550e+001,-8.54065e-001,2.84550e+001,-3.61780e+000,2.84550e+001,-7.59807e+001
1.89800e+000,-4.60209e-003,2.84700e+001,-8.43866e-001,2.84700e+001,-3.59416e+000,2.84700e+001,-7.60932e+001
1.89900e+000,-8.60865e-003,2.84850e+001,-8.58909e-001,2.84850e+001,-3.54779e+000,2.84850e+001,-7.63457e+001
1.90000e+000,-1.09713e-002,2.85000e+001,-8.78191e-001,2.85000e+001,-3.50538e+000,2.85000e+001,-7.66700e+001
1.90100e+000,-1.09273e-002,2.85150e+001,-8.83442e-001,2.85150e+001,-3.46437e+000,2.85150e+001,-7.69119e+001
1.90200e+000,-1.03157e-002,2.85300e+001,-8.94165e-001,2.85300e+001,-3.41410e+000,2.85300e+001,-7.72530e+001
1.90300e+000,-7.20174e-003,2.85450e+001,-9.00616e-001,2.85450e+001,-3.38367e+000,2.85450e+001,-7.74924e+001
1.90400e+000,-3.19451e-003,2.85600e+001,-9.10187e-001,2.85600e+001,-3.34943e+000,2.85600e+001,-7.77522e+001
1.90500e+000,5.29732e-004,2.85750e+001,-9.21022e-001,2.85750e+001,-3.30848e+000,2.85750e+001,-7.81110e+001
1.90600e+000,4.11667e-003,2.85900e+001,-9.32937e-001,2.85900e+001,-3.27475e+000,2.85900e+001,-7.83690e+001
1.90700e+000,7.61263e-003,2.86050e+001,-9.49142e-001,2.86050e+001,-3.22820e+000,2.86050e+001,-7.86649e+001
1.90800e+000,1.03043e-002,2.86200e+001,-9.58905e-001,2.86200e+001,-3.19695e+000,2.86200e+001,-7.89107e+001
1.90900e+000,1.07413e-002,2.86350e+001,-9.73332e-001,2.86350e+001,-3.14079e+000,2.86350e+001,-7.92066e+001
1.91000e+000,9.98602e-003,2.86500e+001,-9.78078e-001,2.86500e+001,-3.10543e+000,2.86500e+001,-7.94321e+001
1.91100e+000,7.47500e-003,2.86650e+001,-9.87940e-001,2.86650e+001,-3.07116e+000,2.86650e+001,-7.96973e+001
1.91200e+000,4.28183e-003,2.86800e+001,-1.00298e+000,2.86800e+001,-3.03379e+000,2.86800e+001,-7.99655e+001
1.91300e+000,1.01045e-003,2.86950e+001,-1.00289e+000,2.86950e+001,-3.00242e+000,2.86950e+001,-8.01615e+001
1.91400e+000,-2.35828e-003,2.87100e+001,-1.01987e+000,2.87100e+001,-2.95792e+000,2.87100e+001,-8.04493e+001
1.91500e+000,-5.93851e-003,2.87250e+001,-1.02408e+000,2.87250e+001,-2.93355e+000,2.87250e+001,-8.06606e+001
1.91600e+000,-9.79266e-003,2.87400e+001,-1.03360e+000,2.87400e+001,-2.90613e+000,2.87400e+001,-8.08511e+001
1.91700e+000,-1.09851e-002,2.87550e+001,-1.04760e+000,2.87550e+001,-2.86617e+000,2.87550e+001,-8.10940e+001
1.91800e+000,-1.08427e-002,2.87700e+001,-1.05327e+000,2.87700e+001,-2.83530e+000,2.87700e+001,-8.12899e+001
1.91900e+000,-9.53988e-003,2.87850e+001,-1.07066e+000,2.87850e+001,-2.79824e+000,2.87850e+001,-8.15259e+001
1.92000e+000,-5.82974e-003,2.88000e+001,-1.07834e+000,2.88000e+001,-2.77776e+000,2.88000e+001,-8.17218e+001
1.92100e+000,-1.87823e-003,2.88150e+001,-1.09125e+000,2.88150e+001,-2.73956e+000,2.88150e+001,-8.20030e+001
1.92200e+000,1.75705e-003,2.88300e+001,-1.10402e+000,2.88300e+001,-2.71561e+000,2.88300e+001,-8.21844e+001
1.92300e+000,5.31109e-003,2.88450e+001,-1.10965e+000,2.88450e+001,-2.68581e+000,2.88450e+001,-8.23800e+001
1.92400e+000,8.74461e-003,2.88600e+001,-1.11929e+000,2.88600e+001,-2.65297e+000,2.88600e+001,-8.26340e+001
1.92500e+000,1.06937e-002,2.88750e+001,-1.12114e+000,2.88750e+001,-2.62669e+000,2.88750e+001,-8.28086e+001
1.92600e+000,1.06265e-002,2.88900e+001,-1.13717e+000,2.88900e+001,-2.58355e+000,2.88900e+001,-8.30304e+001
1.92700e+000,9.29046e-003,2.89050e+001,-1.14348e+000,2.89050e+001,-2.56406e+000,2.89050e+001,-8.32166e+001
1.92800e+000,6.40043e-003,2.89200e+001,-1.15230e+000,2.89200e+001,-2.54684e+000,2.89200e+001,-8.33906e+001
1.92900e+000,3.16866e-003,2.89350e+001,-1.16424e+000,2.89350e+001,-2.51633e+000,2.89350e+001,-8.36264e+001
1.93000e+000,-1.09438e-004,2.89500e+001,-1.16860e+000,2.89500e+001,-2.49143e+000,2.89500e+001,-8.37860e+001
1.93100e+000,-3.53524e-003,2.89650e+001,-1.18162e+000,2.89650e+001,-2.45639e+000,2.89650e+001,-8.40245e+001
1.93200e+000,-7.36321e-003,2.89800e+001,-1.19127e+000,2.89800e+001,-2.43225e+000,2.89800e+001,-8.41880e+001
1.93300e+000,-1.06426e-002,2.89950e+001,-1.19973e+000,2.89950e+001,-2.39830e+000,2.89950e+001,-8.43941e+001
1.93400e+000,-1.09867e-002,2.90100e+001,-1.20829e+000,2.90100e+001,-2.37209e+000,2.90100e+001,-8.45397e+001
1.93500e+000,-1.06943e-002,2.90250e+001,-1.21523e+000,2.90250e+001,-2.34934e+000,2.90250e+001,-8.47041e+001
1.93600e+000,-8.40656e-003,2.90400e+001,-1.22683e+000,2.90400e+001,-2.31976e+000,2.90400e+001,-8.49358e+001
1.93700e+000,-4.42686e-003,2.90550e+001,-1.22808e+000,2.90550e+001,-2.29827e+000,2.90550e+001,-8.51143e+001
1.93800e+000,-5.87472e-004,2.90700e+001,-1.23553e+000,2.90700e+001,-2.26053e+000,2.90700e+001,-8.53492e+001
1.93900e+000,3.00417e-003,2.90850e+001,-1.23332e+000,2.90850e+001,-2.23819e+000,2.90850e+001,-8.54989e+001
1.94000e+000,6.52430e-003,2.91000e+001,-1.22910e+000,2.91000e+001,-2.21963e+000,2.91000e+001,-8.56194e+001
1.94100e+000,9.69027e-003,2.91150e+001,-1.24101e+000,2.91150e+001,-2.19322e+000,2.91150e+001,-8.57452e+001
1.94200e+000,1.07897e-002,2.91300e+001,-1.24666e+000,2.91300e+001,-2.17036e+000,2.91300e+001,-8.59005e+001
1.94300e+000,1.03956e-002,2.91450e+001,-1.25809e+000,2.91450e+001,-2.14154e+000,2.91450e+001,-8.60496e+001
1.94400e+000,8.39078e-003,2.91600e+001,-1.26108e+000,2.91600e+001,-2.12165e+000,2.91600e+001,-8.61555e+001
1.94500e+000,5.28624e-003,2.91750e+001,-1.26746e+000,2.91750e+001,-2.10376e+000,2.91750e+001,-8.62582e+001
1.94600e+000,2.03333e-003,2.91900e+001,-1.27079e+000,2.91900e+001,-2.07410e+000,2.91900e+001,-8.64132e+001
1.94700e+000,-1.26659e-003,2.92050e+001,-1.27260e+000,2.92050e+001,-2.05044e+000,2.92050e+001,-8.65375e+001
1.94800e+000,-4.74241e-003,2.92200e+001,-1.28390e+000,2.92200e+001,-2.02417e+000,2.92200e+001,-8.66848e+001
1.94900e+000,-8.73454e-003,2.92350e+001,-1.28221e+000,2.92350e+001,-2.00477e+000,2.92350e+001,-8.68143e+001
1.95000e+000,-1.09753e-002,2.92500e+001,-1.28909e+000,2.92500e+001,-1.97141e+000,2.92500e+001,-8.69815e+001
1.95100e+000,-1.09169e-002,2.92650e+001,-1.29320e+000,2.92650e+001,-1.96375e+000,2.92650e+001,-8.70924e+001
1.95200e+000,-1.02519e-002,2.92800e+001,-1.28702e+000,2.92800e+001,-1.95217e+000,2.92800e+001,-8.72043e+001
1.95300e+000,-7.06477e-003,2.92950e+001,-1.29161e+000,2.92950e+001,-1.92387e+000,2.92950e+001,-8.73474e+001
1.95400e+000,-3.03236e-003,2.93100e+001,-1.28805e+000,2.93100e+001,-1.90931e+000,2.93100e+001,-8.74791e+001
1.95500e+000,6.84489e-004,2.93250e+001,-1.30140e+000,2.93250e+001,-1.88411e+000,2.93250e+001,-8.76370e+001
1.95600e+000,4.27109e-003,2.93400e+001,-1.30130e+000,2.93400e+001,-1.87185e+000,2.93400e+001,-8.77187e+001
1.95700e+000,7.72341e-003,2.93550e+001,-1.31048e+000,2.93550e+001,-1.85217e+000,2.93550e+001,-8.77876e+001
1.95800e+000,1.03432e-002,2.93700e+001,-1.32258e+000,2.93700e+001,-1.82946e+000,2.93700e+001,-8.79367e+001
1.95900e+000,1.07340e-002,2.93850e+001,-1.32749e+000,2.93850e+001,-1.81365e+000,2.93850e+001,-8.80522e+001
1.96000e+000,9.93365e-003,2.94000e+001,-1.33034e+000,2.94000e+001,-1.78650e+000,2.94000e+001,-8.81874e+001
1.96100e+000,7.37261e-003,2.94150e+001,-1.33000e+000,2.94150e+001,-1.77427e+000,2.94150e+001,-8.82330e+001
1.96200e+000,4.17676e-003,2.94300e+001,-1.33374e+000,2.94300e+001,-1.75305e+000,2.94300e+001,-8.83705e+001
1.96300e+000,9.21828e-004,2.94450e+001,-1.33983e+000,2.94450e+001,-1.74396e+000,2.94450e+001,-8.84937e+001
1.96400e+000,-2.44489e-003,2.94600e+001,-1.34214e+000,2.94600e+001,-1.73335e+000,2.94600e+001,-8.85909e+001
1.96500e+000,-6.10098e-003,2.94750e+001,-1.35501e+000,2.94750e+001,-1.71262e+000,2.94750e+001,-8.87092e+001
1.96600e+000,-9.94272e-003,2.94900e+001,-1.34943e+000,2.94900e+001,-1.69987e+000,2.94900e+001,-8.88170e+001
1.96700e+000,-1.09857e-002,2.95050e+001,-1.35212e+000,2.95050e+001,-1.67122e+000,2.95050e+001,-8.89363e+001
1.96800e+000,-1.08350e-002,2.95200e+001,-1.35051e+000,2.95200e+001,-1.66309e+000,2.95200e+001,-8.89719e+001
1.96900e+000,-9.45461e-003,2.95350e+001,-1.35411e+000,2.95350e+001,-1.64629e+000,2.95350e+001,-8.90415e+001
1.97000e+000,-5.70755e-003,2.95500e+001,-1.36122e+000,2.95500e+001,-1.62532e+000,2.95500e+001,-8.91501e+001
1.97100e+000,-1.74865e-003,2.95650e+001,-1.36154e+000,2.95650e+001,-1.61364e+000,2.95650e+001,-8.92099e+001
1.97200e+000,1.89166e-003,2.95800e+001,-1.37147e+000,2.95800e+001,-1.59181e+000,2.95800e+001,-8.93013e+001
1.97300e+000,5.43127e-003,2.95950e+001,-1.37165e+000,2.95950e+001,-1.58125e+000,2.95950e+001,-8.93606e+001
1.97400e+000,8.84263e-003,2.96100e+001,-1.37671e+000,2.96100e+001,-1.56501e+000,2.96100e+001,-8.94521e+001
