# Label: Avanti Sensor 1: Pitch 1 Sampling frequency: 6.666667e+001 Number of points: 4158 X start: 0.000000e+000 Unit: degrees Domain Unit: s
# Label: Avanti Sensor 1: Roll 1 Sampling frequency: 6.666667e+001 Number of points: 4158 X start: 0.000000e+000 Unit: degrees Domain Unit: s
# Label: Avanti Sensor 1: Yaw 1 Sampling frequency: 6.666667e+001 Number of points: 4158 X start: 0.000000e+000 Unit: degrees Domain Unit: s
# Start Trigger Method: None
# Stop Trigger Method: None
# Use Camera: NO
# Video File Path: 
# System Gain: 1.000000e+000
# A/D card Gain: 1.000000e+000
# Bit Resolution: -1.000000e+000
# Bias: 0.000000e+000
# High pass cutoff frequency: 0.000000e+000
# Low pass cutoff frequency: 0.000000e+000
# System Gain: 1.000000e+000
# A/D card Gain: 1.000000e+000
# Bit Resolution: -1.000000e+000
# Bias: 0.000000e+000
# High pass cutoff frequency: 0.000000e+000
# Low pass cutoff frequency: 0.000000e+000
# System Gain: 1.000000e+000
# A/D card Gain: 1.000000e+000
# Bit Resolution: -1.000000e+000
# Bias: 0.000000e+000
# High pass cutoff frequency: 0.000000e+000
# Low pass cutoff frequency: 0.000000e+000
X [s],Avanti Sensor 1: Pitch 1 [degrees],Avanti Sensor 1: Roll 1 [degrees],Avanti Sensor 1: Yaw 1 [degrees]
1.332000e+001,6.468150e-002,-1.893560e+000,-9.298854e+001
1.333500e+001,4.960282e-002,-1.882810e+000,-9.209597e+001
1.335000e+001,3.830709e-002,-1.902636e+000,-9.124698e+001
1.336500e+001,1.768993e-002,-1.899500e+000,-9.064777e+001
1.338000e+001,-1.177830e-002,-1.883328e+000,-8.983857e+001
1.339500e+001,-6.822926e-002,-1.845309e+000,-8.843680e+001
1.341000e+001,-1.330228e-001,-1.832342e+000,-8.695372e+001
1.342500e+001,-2.376314e-001,-1.777835e+000,-8.444572e+001
1.344000e+001,-2.677115e-001,-1.787231e+000,-8.274034e+001
1.345500e+001,-2.617628e-001,-1.810421e+000,-8.157700e+001
1.347000e+001,-2.751713e-001,-1.824357e+000,-8.064365e+001
1.348500e+001,-2.990768e-001,-1.806950e+000,-8.002156e+001
1.350000e+001,-3.217782e-001,-1.791909e+000,-7.911401e+001
1.351500e+001,-3.423965e-001,-1.764479e+000,-7.834627e+001
1.353000e+001,-3.901716e-001,-1.711236e+000,-7.641165e+001
1.354500e+001,-4.527963e-001,-1.681822e+000,-7.391783e+001
1.356000e+001,-5.580496e-001,-1.639172e+000,-7.084049e+001
1.357500e+001,-7.750959e-001,-1.545297e+000,-6.680611e+001
1.359000e+001,-8.178294e-001,-1.516986e+000,-6.447321e+001
1.360500e+001,-8.665067e-001,-1.493856e+000,-6.231122e+001
1.362000e+001,-8.371487e-001,-1.485015e+000,-6.148801e+001
1.363500e+001,-8.321992e-001,-1.488738e+000,-6.113963e+001
1.365000e+001,-8.037934e-001,-1.494318e+000,-6.113057e+001
1.366500e+001,-7.991841e-001,-1.489027e+000,-6.112470e+001
1.368000e+001,-7.774396e-001,-1.423177e+000,-6.029000e+001
1.369500e+001,-8.178055e-001,-1.400778e+000,-5.905231e+001
1.371000e+001,-8.595799e-001,-1.386088e+000,-5.781404e+001
1.372500e+001,-8.886672e-001,-1.337583e+000,-5.613318e+001
1.374000e+001,-8.953611e-001,-1.281883e+000,-5.491811e+001
1.375500e+001,-9.363520e-001,-1.244527e+000,-5.324693e+001
1.377000e+001,-9.387298e-001,-1.244769e+000,-5.230570e+001
1.378500e+001,-9.532868e-001,-1.231093e+000,-5.123719e+001
1.380000e+001,-9.519894e-001,-1.221234e+000,-5.060242e+001
1.381500e+001,-9.678366e-001,-1.209274e+000,-4.996112e+001
1.383000e+001,-9.949761e-001,-1.198320e+000,-4.902999e+001
1.384500e+001,-1.002998e+000,-1.164627e+000,-4.828188e+001
1.386000e+001,-1.019547e+000,-1.133407e+000,-4.715874e+001
1.387500e+001,-9.915689e-001,-1.116969e+000,-4.634344e+001
1.389000e+001,-9.959254e-001,-1.101314e+000,-4.557954e+001
1.390500e+001,-9.913772e-001,-1.098620e+000,-4.479495e+001
1.392000e+001,-9.785015e-001,-1.097198e+000,-4.447506e+001
1.393500e+001,-9.672655e-001,-1.106034e+000,-4.431556e+001
1.395000e+001,-9.729013e-001,-1.122231e+000,-4.435155e+001
1.396500e+001,-8.394592e-001,-1.228733e+000,-4.497165e+001
1.398000e+001,-7.933506e-001,-1.257450e+000,-4.558405e+001
1.399500e+001,-8.076876e-001,-1.265009e+000,-4.623198e+001
1.401000e+001,-8.027597e-001,-1.262087e+000,-4.695570e+001
1.402500e+001,-8.108046e-001,-1.249983e+000,-4.738158e+001
1.404000e+001,-8.195275e-001,-1.248366e+000,-4.776430e+001
1.405500e+001,-8.184456e-001,-1.249506e+000,-4.793145e+001
1.407000e+001,-8.518386e-001,-1.278037e+000,-4.810757e+001
1.408500e+001,-8.446187e-001,-1.298954e+000,-4.842366e+001
1.410000e+001,-8.283621e-001,-1.298070e+000,-4.871133e+001
1.411500e+001,-8.530732e-001,-1.268828e+000,-4.901283e+001
1.413000e+001,-8.540205e-001,-1.264714e+000,-4.905357e+001
1.414500e+001,-8.413773e-001,-1.258737e+000,-4.907849e+001
1.416000e+001,-8.341474e-001,-1.260892e+000,-4.907128e+001
1.417500e+001,-7.969450e-001,-1.219415e+000,-4.911585e+001
1.419000e+001,-8.130611e-001,-1.225464e+000,-4.913760e+001
1.420500e+001,-8.214549e-001,-1.224600e+000,-4.913242e+001
1.422000e+001,-8.058292e-001,-1.202596e+000,-4.913110e+001
1.423500e+001,-7.457151e-001,-1.199160e+000,-4.906321e+001
1.425000e+001,-7.154863e-001,-1.183146e+000,-4.884592e+001
1.426500e+001,-7.026491e-001,-1.186560e+000,-4.862210e+001
1.428000e+001,-7.816108e-001,-1.210265e+000,-4.847087e+001
1.429500e+001,-7.568554e-001,-1.185238e+000,-4.846021e+001
1.431000e+001,-7.674354e-001,-1.187358e+000,-4.846321e+001
1.432500e+001,-7.796531e-001,-1.207035e+000,-4.845900e+001
1.434000e+001,-7.758634e-001,-1.201970e+000,-4.848119e+001
1.435500e+001,-7.879133e-001,-1.211724e+000,-4.848980e+001
1.437000e+001,-7.974962e-001,-1.224112e+000,-4.849609e+001
1.438500e+001,-8.016601e-001,-1.223900e+000,-4.853039e+001
1.440000e+001,-7.984392e-001,-1.230198e+000,-4.856126e+001
1.441500e+001,-7.925799e-001,-1.241563e+000,-4.858323e+001
1.443000e+001,-7.854573e-001,-1.248048e+000,-4.873389e+001
1.444500e+001,-7.822200e-001,-1.241712e+000,-4.896679e+001
1.446000e+001,-7.877558e-001,-1.237832e+000,-4.898650e+001
1.447500e+001,-7.883784e-001,-1.237538e+000,-4.902941e+001
1.449000e+001,-7.709905e-001,-1.228741e+000,-4.904392e+001
1.450500e+001,-7.733473e-001,-1.232799e+000,-4.905332e+001
1.452000e+001,-7.725095e-001,-1.231723e+000,-4.908299e+001
1.453500e+001,-7.734517e-001,-1.234559e+000,-4.910290e+001
1.455000e+001,-7.755876e-001,-1.237367e+000,-4.911166e+001
1.456500e+001,-7.711192e-001,-1.234433e+000,-4.910712e+001
1.458000e+001,-7.690828e-001,-1.229485e+000,-4.912110e+001
1.459500e+001,-7.647746e-001,-1.230584e+000,-4.916537e+001
1.461000e+001,-7.633208e-001,-1.228061e+000,-4.919044e+001
1.462500e+001,-7.648415e-001,-1.228348e+000,-4.921914e+001
1.464000e+001,-7.640764e-001,-1.231697e+000,-4.923376e+001
1.465500e+001,-8.143740e-001,-1.092837e+000,-4.867678e+001
1.467000e+001,-8.240420e-001,-1.034446e+000,-4.742891e+001
1.468500e+001,-7.989306e-001,-1.001723e+000,-4.613152e+001
1.470000e+001,-7.367092e-001,-9.589143e-001,-4.428420e+001
1.471500e+001,-7.710686e-001,-9.265478e-001,-4.280660e+001
1.473000e+001,-9.405233e-001,-9.697196e-001,-4.098766e+001
1.474500e+001,-9.876395e-001,-9.240948e-001,-3.978762e+001
1.476000e+001,-9.711353e-001,-9.222431e-001,-3.850782e+001
1.477500e+001,-9.472974e-001,-9.117498e-001,-3.666574e+001
1.479000e+001,-9.417011e-001,-8.306097e-001,-3.499224e+001
1.480500e+001,-9.904335e-001,-7.034879e-001,-3.220347e+001
1.482000e+001,-1.014639e+000,-6.877298e-001,-3.033287e+001
1.483500e+001,-1.040658e+000,-7.161555e-001,-2.855580e+001
1.485000e+001,-1.065069e+000,-6.872279e-001,-2.758312e+001
1.486500e+001,-1.076692e+000,-6.618960e-001,-2.687445e+001
1.488000e+001,-1.074926e+000,-6.375144e-001,-2.619493e+001
1.489500e+001,-1.068714e+000,-6.449454e-001,-2.585302e+001
1.491000e+001,-1.051643e+000,-6.051508e-001,-2.541737e+001
1.492500e+001,-1.059117e+000,-5.958526e-001,-2.502865e+001
1.494000e+001,-1.058564e+000,-5.869735e-001,-2.454787e+001
1.495500e+001,-1.051783e+000,-5.604150e-001,-2.372327e+001
1.497000e+001,-1.063746e+000,-5.500067e-001,-2.305878e+001
1.498500e+001,-1.084880e+000,-5.337896e-001,-2.197472e+001
1.500000e+001,-1.098081e+000,-4.990879e-001,-2.116171e+001
1.501500e+001,-1.107896e+000,-4.734894e-001,-2.044017e+001
1.503000e+001,-1.098878e+000,-4.506764e-001,-1.970003e+001
1.504500e+001,-1.080774e+000,-4.536863e-001,-1.921724e+001
1.506000e+001,-1.086894e+000,-4.567715e-001,-1.886384e+001
1.507500e+001,-1.094939e+000,-4.598626e-001,-1.854236e+001
1.509000e+001,-1.221981e+000,-4.474345e-001,-1.831887e+001
1.510500e+001,-1.128467e+000,-4.453967e-001,-1.819219e+001
1.512000e+001,-1.232941e+000,-5.141355e-001,-1.814732e+001
1.513500e+001,-1.244100e+000,-5.259752e-001,-1.815952e+001
1.515000e+001,-1.237923e+000,-5.170183e-001,-1.815466e+001
1.516500e+001,-1.234033e+000,-5.182064e-001,-1.815340e+001
1.518000e+001,-1.239956e+000,-5.204381e-001,-1.818365e+001
1.519500e+001,-1.221436e+000,-5.036744e-001,-1.816743e+001
1.521000e+001,-1.225639e+000,-5.069794e-001,-1.816018e+001
1.522500e+001,-1.217269e+000,-5.065967e-001,-1.815235e+001
1.524000e+001,-1.219713e+000,-5.095827e-001,-1.815553e+001
1.525500e+001,-1.220431e+000,-5.115258e-001,-1.816898e+001
1.527000e+001,-1.215089e+000,-5.133255e-001,-1.820960e+001
1.528500e+001,-1.213453e+000,-5.127845e-001,-1.823780e+001
1.530000e+001,-1.206447e+000,-5.106488e-001,-1.826883e+001
1.531500e+001,-1.208546e+000,-5.099550e-001,-1.828039e+001
1.533000e+001,-1.200112e+000,-5.073138e-001,-1.832445e+001
1.534500e+001,-1.193637e+000,-5.025762e-001,-1.835421e+001
1.536000e+001,-1.191248e+000,-5.007352e-001,-1.835304e+001
1.537500e+001,-1.193376e+000,-5.021548e-001,-1.835721e+001
1.539000e+001,-1.191121e+000,-5.045781e-001,-1.836733e+001
1.540500e+001,-1.191208e+000,-5.024711e-001,-1.834709e+001
1.542000e+001,-1.192422e+000,-4.994664e-001,-1.835766e+001
1.543500e+001,-1.187809e+000,-4.971947e-001,-1.834084e+001
1.545000e+001,-1.185161e+000,-4.881324e-001,-1.835317e+001
1.546500e+001,-1.177021e+000,-4.875964e-001,-1.833999e+001
1.548000e+001,-1.174156e+000,-4.889636e-001,-1.834047e+001
1.549500e+001,-1.171706e+000,-4.894220e-001,-1.837728e+001
1.551000e+001,-1.173088e+000,-4.855888e-001,-1.838138e+001
1.552500e+001,-1.169342e+000,-4.851601e-001,-1.842641e+001
1.554000e+001,-1.165673e+000,-4.836217e-001,-1.845869e+001
1.555500e+001,-1.161995e+000,-4.854105e-001,-1.847759e+001
1.557000e+001,-1.152914e+000,-4.840533e-001,-1.844686e+001
1.558500e+001,-1.150822e+000,-4.866693e-001,-1.845894e+001
1.560000e+001,-1.148004e+000,-4.847773e-001,-1.851150e+001
1.561500e+001,-1.145767e+000,-4.840719e-001,-1.851276e+001
1.563000e+001,-1.142258e+000,-4.792392e-001,-1.851180e+001
1.564500e+001,-1.132547e+000,-4.787942e-001,-1.852378e+001
1.566000e+001,-1.128301e+000,-4.730010e-001,-1.852891e+001
1.567500e+001,-1.130040e+000,-4.717518e-001,-1.850901e+001
1.569000e+001,-1.127502e+000,-4.700418e-001,-1.852643e+001
1.570500e+001,-1.120443e+000,-4.706530e-001,-1.851918e+001
1.572000e+001,-1.117784e+000,-4.738511e-001,-1.851745e+001
1.573500e+001,-1.116920e+000,-4.715707e-001,-1.856260e+001
1.575000e+001,-1.112135e+000,-4.678030e-001,-1.860336e+001
1.576500e+001,-1.108564e+000,-4.670890e-001,-1.862841e+001
1.578000e+001,-1.098088e+000,-4.686137e-001,-1.864619e+001
1.579500e+001,-1.098597e+000,-4.675835e-001,-1.866736e+001
1.581000e+001,-1.096971e+000,-4.631373e-001,-1.868015e+001
1.582500e+001,-1.095882e+000,-4.594488e-001,-1.867492e+001
1.584000e+001,-1.092656e+000,-4.563956e-001,-1.865886e+001
1.585500e+001,-1.087982e+000,-4.553868e-001,-1.867755e+001
1.587000e+001,-1.084466e+000,-4.544977e-001,-1.867624e+001
1.588500e+001,-1.075731e+000,-4.474969e-001,-1.867486e+001
1.590000e+001,-1.071258e+000,-4.430892e-001,-1.865498e+001
1.591500e+001,-1.067804e+000,-4.438106e-001,-1.865763e+001
1.593000e+001,-1.067219e+000,-4.448206e-001,-1.871187e+001
1.594500e+001,-1.065364e+000,-4.450322e-001,-1.871685e+001
1.596000e+001,-1.062644e+000,-4.444601e-001,-1.872612e+001
1.597500e+001,-1.064893e+000,-4.441424e-001,-1.872467e+001
1.599000e+001,-1.058608e+000,-4.412990e-001,-1.871316e+001
1.600500e+001,-1.056123e+000,-4.409930e-001,-1.873150e+001
1.602000e+001,-1.051820e+000,-4.431826e-001,-1.877197e+001
1.603500e+001,-1.047045e+000,-4.396889e-001,-1.880785e+001
1.605000e+001,-1.044579e+000,-4.431729e-001,-1.882731e+001
1.606500e+001,-1.047777e+000,-4.410090e-001,-1.883916e+001
1.608000e+001,-1.047695e+000,-4.405453e-001,-1.882155e+001
1.609500e+001,-1.043901e+000,-4.420144e-001,-1.881714e+001
1.611000e+001,-1.042259e+000,-4.433844e-001,-1.883064e+001
1.612500e+001,-1.037387e+000,-4.434408e-001,-1.883352e+001
1.614000e+001,-1.039826e+000,-4.458521e-001,-1.883253e+001
1.615500e+001,-1.034633e+000,-4.448729e-001,-1.882585e+001
1.617000e+001,-1.034342e+000,-4.489586e-001,-1.885084e+001
1.618500e+001,-1.033018e+000,-4.454805e-001,-1.885357e+001
1.620000e+001,-1.031451e+000,-4.423598e-001,-1.882240e+001
1.621500e+001,-1.027652e+000,-4.425448e-001,-1.879671e+001
1.623000e+001,-1.028029e+000,-4.439968e-001,-1.879983e+001
1.624500e+001,-1.027193e+000,-4.420499e-001,-1.878624e+001
1.626000e+001,-1.029060e+000,-4.434550e-001,-1.874846e+001
1.627500e+001,-1.027526e+000,-4.467352e-001,-1.873382e+001
1.629000e+001,-1.028209e+000,-4.486015e-001,-1.875129e+001
1.630500e+001,-1.022165e+000,-4.478821e-001,-1.872705e+001
1.632000e+001,-1.020236e+000,-4.438164e-001,-1.878432e+001
1.633500e+001,-1.021674e+000,-4.465427e-001,-1.880409e+001
1.635000e+001,-1.018814e+000,-4.484660e-001,-1.881314e+001
1.636500e+001,-1.016807e+000,-4.533905e-001,-1.882227e+001
1.638000e+001,-1.014884e+000,-4.515375e-001,-1.883582e+001
1.639500e+001,-1.009045e+000,-4.540774e-001,-1.888687e+001
1.641000e+001,-1.008009e+000,-4.566956e-001,-1.891712e+001
1.642500e+001,-1.005403e+000,-4.573206e-001,-1.890754e+001
1.644000e+001,-1.002562e+000,-4.640287e-001,-1.890463e+001
1.645500e+001,-1.004110e+000,-4.613521e-001,-1.887749e+001
1.647000e+001,-1.001742e+000,-4.589671e-001,-1.882910e+001
1.648500e+001,-9.985323e-001,-4.603492e-001,-1.884102e+001
1.650000e+001,-9.921315e-001,-4.617392e-001,-1.886147e+001
1.651500e+001,-9.923448e-001,-4.620182e-001,-1.885995e+001
1.653000e+001,-9.910827e-001,-4.598981e-001,-1.883943e+001
1.654500e+001,-9.872750e-001,-4.630923e-001,-1.885094e+001
1.656000e+001,-9.901707e-001,-4.660828e-001,-1.886950e+001
1.657500e+001,-9.863061e-001,-4.709882e-001,-1.887452e+001
1.659000e+001,-9.865332e-001,-4.697023e-001,-1.889880e+001
1.660500e+001,-9.886458e-001,-4.652580e-001,-1.890246e+001
1.662000e+001,-9.908083e-001,-4.643946e-001,-1.887704e+001
1.663500e+001,-9.907653e-001,-4.645454e-001,-1.889070e+001
1.665000e+001,-9.906386e-001,-4.635696e-001,-1.888495e+001
1.666500e+001,-9.874759e-001,-4.639632e-001,-1.890682e+001
1.668000e+001,-9.852369e-001,-4.670657e-001,-1.892963e+001
1.669500e+001,-9.793953e-001,-4.712548e-001,-1.890748e+001
1.671000e+001,-9.782774e-001,-4.683063e-001,-1.889274e+001
1.672500e+001,-9.850726e-001,-4.650426e-001,-1.890029e+001
1.674000e+001,-9.839957e-001,-4.650521e-001,-1.891705e+001
1.675500e+001,-9.846725e-001,-4.625250e-001,-1.893023e+001
1.677000e+001,-9.819268e-001,-4.636360e-001,-1.891511e+001
1.678500e+001,-9.782761e-001,-4.623201e-001,-1.892290e+001
1.680000e+001,-9.731714e-001,-4.646168e-001,-1.895456e+001
1.681500e+001,-9.690415e-001,-4.657333e-001,-1.896515e+001
1.683000e+001,-9.653834e-001,-4.659020e-001,-1.894596e+001
1.684500e+001,-9.631984e-001,-4.616131e-001,-1.892531e+001
1.686000e+001,-9.632989e-001,-4.590639e-001,-1.890082e+001
1.687500e+001,-9.658373e-001,-4.546255e-001,-1.889927e+001
1.689000e+001,-9.607078e-001,-4.578360e-001,-1.891285e+001
1.690500e+001,-9.620520e-001,-4.612855e-001,-1.891359e+001
1.692000e+001,-9.632729e-001,-4.535905e-001,-1.890204e+001
1.693500e+001,-9.627134e-001,-4.534572e-001,-1.891039e+001
1.695000e+001,-9.655259e-001,-4.536324e-001,-1.891970e+001
1.696500e+001,-9.648323e-001,-4.536910e-001,-1.891509e+001
1.698000e+001,-9.609706e-001,-4.533267e-001,-1.894362e+001
1.699500e+001,-9.621153e-001,-4.534000e-001,-1.892394e+001
1.701000e+001,-9.586685e-001,-4.563515e-001,-1.895301e+001
1.702500e+001,-9.565657e-001,-4.568186e-001,-1.894542e+001
1.704000e+001,-9.539732e-001,-4.597036e-001,-1.897297e+001
1.705500e+001,-9.524460e-001,-4.583702e-001,-1.899495e+001
1.707000e+001,-9.568613e-001,-4.644416e-001,-1.898251e+001
1.708500e+001,-9.535429e-001,-4.644292e-001,-1.897536e+001
1.710000e+001,-9.505557e-001,-4.612098e-001,-1.899889e+001
1.711500e+001,-9.494506e-001,-4.632958e-001,-1.900107e+001
1.713000e+001,-9.482074e-001,-4.577689e-001,-1.901402e+001
1.714500e+001,-9.469019e-001,-4.539010e-001,-1.902757e+001
1.716000e+001,-9.441921e-001,-4.519661e-001,-1.901349e+001
1.717500e+001,-9.446268e-001,-4.499388e-001,-1.902164e+001
1.719000e+001,-9.429741e-001,-4.479683e-001,-1.904461e+001
1.720500e+001,-9.433315e-001,-4.413853e-001,-1.905686e+001
1.722000e+001,-9.419601e-001,-4.426618e-001,-1.908802e+001
1.723500e+001,-9.383121e-001,-4.384488e-001,-1.910508e+001
1.725000e+001,-9.384716e-001,-4.326818e-001,-1.912544e+001
1.726500e+001,-9.364229e-001,-4.353417e-001,-1.913144e+001
1.728000e+001,-9.395207e-001,-4.403607e-001,-1.915503e+001
1.729500e+001,-9.408762e-001,-4.380805e-001,-1.918218e+001
1.731000e+001,-9.417996e-001,-4.387717e-001,-1.921008e+001
1.732500e+001,-9.450997e-001,-4.383920e-001,-1.925781e+001
1.734000e+001,-9.391707e-001,-4.411166e-001,-1.929325e+001
1.735500e+001,-9.404029e-001,-4.362367e-001,-1.927682e+001
1.737000e+001,-9.403222e-001,-4.361630e-001,-1.927084e+001
1.738500e+001,-9.379218e-001,-4.344218e-001,-1.927625e+001
1.740000e+001,-9.380701e-001,-4.320590e-001,-1.927958e+001
1.741500e+001,-9.396553e-001,-4.273708e-001,-1.928133e+001
1.743000e+001,-9.450412e-001,-4.300709e-001,-1.927956e+001
1.744500e+001,-9.414912e-001,-4.275278e-001,-1.928004e+001
1.746000e+001,-9.429805e-001,-4.264201e-001,-1.926768e+001
1.747500e+001,-9.401696e-001,-4.285681e-001,-1.925068e+001
1.749000e+001,-9.396997e-001,-4.310849e-001,-1.922031e+001
1.750500e+001,-9.391763e-001,-4.315072e-001,-1.919328e+001
1.752000e+001,-9.410251e-001,-4.329626e-001,-1.918501e+001
1.753500e+001,-9.369950e-001,-4.342023e-001,-1.916876e+001
1.755000e+001,-9.391915e-001,-4.386235e-001,-1.915434e+001
1.756500e+001,-9.388267e-001,-4.419357e-001,-1.917843e+001
1.758000e+001,-9.357229e-001,-4.354980e-001,-1.919912e+001
1.759500e+001,-9.397439e-001,-4.343313e-001,-1.922774e+001
1.761000e+001,-9.407198e-001,-4.332422e-001,-1.923677e+001
1.762500e+001,-9.394768e-001,-4.363576e-001,-1.927821e+001
1.764000e+001,-9.361781e-001,-4.377056e-001,-1.931594e+001
1.765500e+001,-9.327591e-001,-4.374311e-001,-1.930284e+001
1.767000e+001,-9.311015e-001,-4.370175e-001,-1.931806e+001
1.768500e+001,-9.372587e-001,-4.342842e-001,-1.929818e+001
1.770000e+001,-9.366052e-001,-4.315604e-001,-1.930297e+001
1.771500e+001,-9.337782e-001,-4.316486e-001,-1.928079e+001
1.773000e+001,-9.345599e-001,-4.372734e-001,-1.930515e+001
1.774500e+001,-9.387156e-001,-4.317696e-001,-1.934253e+001
1.776000e+001,-9.350629e-001,-4.301799e-001,-1.934466e+001
1.777500e+001,-9.352917e-001,-4.264551e-001,-1.931449e+001
1.779000e+001,-9.328585e-001,-4.278096e-001,-1.930322e+001
1.780500e+001,-9.305828e-001,-4.317309e-001,-1.930826e+001
1.782000e+001,-9.298746e-001,-4.297396e-001,-1.932221e+001
1.783500e+001,-9.329439e-001,-4.272164e-001,-1.932677e+001
1.785000e+001,-9.338392e-001,-4.327487e-001,-1.935692e+001
1.786500e+001,-9.290304e-001,-4.323990e-001,-1.939128e+001
1.788000e+001,-9.243646e-001,-4.347070e-001,-1.943930e+001
1.789500e+001,-9.268672e-001,-4.345637e-001,-1.944479e+001
1.791000e+001,-9.252058e-001,-4.345647e-001,-1.945115e+001
1.792500e+001,-9.217681e-001,-4.373810e-001,-1.947142e+001
1.794000e+001,-9.222466e-001,-4.375148e-001,-1.945976e+001
1.795500e+001,-9.185950e-001,-4.351787e-001,-1.953243e+001
1.797000e+001,-9.189600e-001,-4.360865e-001,-1.956566e+001
1.798500e+001,-9.190676e-001,-4.365318e-001,-1.957357e+001
1.800000e+001,-9.181349e-001,-4.361221e-001,-1.957740e+001
1.801500e+001,-9.192191e-001,-4.358739e-001,-1.957887e+001
1.803000e+001,-9.204041e-001,-4.379939e-001,-1.956143e+001
1.804500e+001,-9.199765e-001,-4.414892e-001,-1.955766e+001
1.806000e+001,-9.164892e-001,-4.422189e-001,-1.955075e+001
1.807500e+001,-9.158038e-001,-4.445269e-001,-1.958462e+001
1.809000e+001,-9.126208e-001,-4.440598e-001,-1.960279e+001
1.810500e+001,-9.090127e-001,-4.466639e-001,-1.955723e+001
1.812000e+001,-9.138725e-001,-4.500637e-001,-1.953845e+001
1.813500e+001,-9.187948e-001,-4.497700e-001,-1.955532e+001
1.815000e+001,-9.198835e-001,-4.508215e-001,-1.955708e+001
1.816500e+001,-9.185362e-001,-4.528194e-001,-1.952623e+001
1.818000e+001,-9.171172e-001,-4.498979e-001,-1.951375e+001
1.819500e+001,-9.184964e-001,-4.503525e-001,-1.952942e+001
1.821000e+001,-9.216008e-001,-4.520403e-001,-1.953055e+001
1.822500e+001,-9.212489e-001,-4.534875e-001,-1.953767e+001
1.824000e+001,-9.167493e-001,-4.486327e-001,-1.955307e+001
1.825500e+001,-9.165735e-001,-4.468483e-001,-1.955497e+001
1.827000e+001,-9.188761e-001,-4.458353e-001,-1.956477e+001
1.828500e+001,-9.188449e-001,-4.418969e-001,-1.954599e+001
1.830000e+001,-9.180800e-001,-4.404484e-001,-1.951962e+001
1.831500e+001,-9.144825e-001,-4.401692e-001,-1.949773e+001
1.833000e+001,-9.126437e-001,-4.366881e-001,-1.949572e+001
1.834500e+001,-9.110149e-001,-4.371244e-001,-1.947864e+001
1.836000e+001,-9.119717e-001,-4.366858e-001,-1.945760e+001
1.837500e+001,-9.120910e-001,-4.364720e-001,-1.945336e+001
1.839000e+001,-9.094110e-001,-4.364030e-001,-1.945267e+001
1.840500e+001,-9.078500e-001,-4.402324e-001,-1.945755e+001
1.842000e+001,-9.067649e-001,-4.385573e-001,-1.946446e+001
1.843500e+001,-9.028269e-001,-4.340399e-001,-1.949393e+001
1.845000e+001,-9.044889e-001,-4.274626e-001,-1.949144e+001
1.846500e+001,-9.011686e-001,-4.281419e-001,-1.946017e+001
1.848000e+001,-8.996534e-001,-4.287189e-001,-1.946496e+001
1.849500e+001,-8.940228e-001,-4.269448e-001,-1.949447e+001
1.851000e+001,-8.931349e-001,-4.304549e-001,-1.949345e+001
1.852500e+001,-8.923711e-001,-4.307629e-001,-1.947622e+001
1.854000e+001,-8.904507e-001,-4.286297e-001,-1.944860e+001
1.855500e+001,-8.910339e-001,-4.308351e-001,-1.942722e+001
1.857000e+001,-8.824106e-001,-4.314372e-001,-1.943194e+001
1.858500e+001,-8.854639e-001,-4.302699e-001,-1.945108e+001
1.860000e+001,-8.842221e-001,-4.318831e-001,-1.943283e+001
1.861500e+001,-8.841832e-001,-4.340881e-001,-1.943407e+001
1.863000e+001,-8.797896e-001,-4.319113e-001,-1.945770e+001
1.864500e+001,-8.806008e-001,-4.318625e-001,-1.948403e+001
1.866000e+001,-8.782032e-001,-4.326869e-001,-1.951623e+001
1.867500e+001,-8.825858e-001,-4.371641e-001,-1.950737e+001
1.869000e+001,-8.807409e-001,-4.355928e-001,-1.948926e+001
1.870500e+001,-8.775608e-001,-4.373652e-001,-1.948224e+001
1.872000e+001,-8.803526e-001,-4.375676e-001,-1.947298e+001
1.873500e+001,-8.789216e-001,-4.333690e-001,-1.946515e+001
1.875000e+001,-8.764977e-001,-4.303930e-001,-1.947996e+001
1.876500e+001,-8.820336e-001,-4.296561e-001,-1.946512e+001
1.878000e+001,-8.856142e-001,-4.274921e-001,-1.947561e+001
1.879500e+001,-8.835661e-001,-4.298322e-001,-1.947415e+001
1.881000e+001,-8.840553e-001,-4.311910e-001,-1.945629e+001
1.882500e+001,-8.841497e-001,-4.282605e-001,-1.941235e+001
1.884000e+001,-8.882990e-001,-4.270469e-001,-1.940007e+001
1.885500e+001,-8.950576e-001,-4.261240e-001,-1.939992e+001
1.887000e+001,-8.988193e-001,-4.294442e-001,-1.940830e+001
1.888500e+001,-8.979583e-001,-4.290574e-001,-1.943050e+001
1.890000e+001,-8.950166e-001,-4.347455e-001,-1.944992e+001
1.891500e+001,-9.004624e-001,-4.300412e-001,-1.945761e+001
1.893000e+001,-8.977643e-001,-4.348842e-001,-1.944860e+001
1.894500e+001,-8.950140e-001,-4.317523e-001,-1.944001e+001
1.896000e+001,-8.955464e-001,-4.315616e-001,-1.943509e+001
1.897500e+001,-8.889505e-001,-4.413391e-001,-1.943485e+001
1.899000e+001,-8.900357e-001,-4.336110e-001,-1.942769e+001
1.900500e+001,-8.896898e-001,-4.324106e-001,-1.942850e+001
1.902000e+001,-8.887587e-001,-4.287969e-001,-1.943293e+001
